;;;;;;;;
UF;Município;Código Escola no INEP;CNPJ;Entidade;Segmento;Número de Alunos;Categoria;Conveniada
RJ;NITEROI;33138702;39503966000187;GRUPO ESPIRITA PAZ AMOR E RENOVACAO - CRECHE COMUNITARIA MEIMEI;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
RJ;NITEROI;33138702;39503966000187;GRUPO ESPIRITA PAZ AMOR E RENOVACAO - CRECHE COMUNITARIA MEIMEI;PRÉ-ESCOLA INTEGRAL CONVENIADA; 40 ;Comunitária;Municipal
RJ;NITEROI;33138702;39503966000187;GRUPO ESPIRITA PAZ AMOR E RENOVACAO - CRECHE COMUNITARIA MEIMEI;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
RJ;NITEROI;33137439;30115687000252;INSTITUTO DR MARCH;CRECHE INTEGRAL CONVENIADA; 96 ;Filantrópica;Municipal
RJ;NITEROI;33137439;30115687000252;INSTITUTO DR MARCH;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
RJ;NITEROI;33137439;30115687000252;INSTITUTO DR MARCH;PRÉ-ESCOLA INTEGRAL CONVENIADA; 95 ;Filantrópica;Municipal
RJ;NITEROI;33137439;30115687000252;INSTITUTO DR MARCH;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
RJ;NOVA FRIBURGO;33111324;30346548000159;CENTRO EDUCACIONAL RAFAEL MELLO PACHECO;ENSINO FUNDAMENTAL INTEGRAL CONVENIADA ESPECIAL; 47 ;Filantrópica;Municipal
RJ;NOVA FRIBURGO;33111324;30346548000159;CENTRO EDUCACIONAL RAFAEL MELLO PACHECO;EDUCAÇÃO ESPECIAL CONVENIADA - CRECHE ; 5 ;Filantrópica;Municipal
RJ;NOVA FRIBURGO;33111324;30346548000159;CENTRO EDUCACIONAL RAFAEL MELLO PACHECO;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 16 ;Filantrópica;Municipal
RJ;NOVA FRIBURGO;33111324;30346548000159;CENTRO EDUCACIONAL RAFAEL MELLO PACHECO;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 3 ;Filantrópica;Municipal
RJ;NOVA FRIBURGO;33128855;;ESCOLA DE EDUCACAO ESPECIAL PROFª SARAH COUTO CESAR;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 22 ;Filantrópica;Municipal
RJ;NOVA IGUACU;33173826;8618490000104;ASSOCIACAO CRESCENDO COM CRISTO;CRECHE INTEGRAL CONVENIADA; 50 ;Filantrópica;Municipal
RJ;NOVA IGUACU;33173826;8618490000104;ASSOCIACAO CRESCENDO COM CRISTO;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
RJ;NOVA IGUACU;33137633;36525863000120;CENTRO COMUNITARIO SAO SEBASTIAO DE VILA DE CAVA;CRECHE INTEGRAL CONVENIADA; 147 ;Comunitária;Municipal
RJ;NOVA IGUACU;33137633;36525863000120;CENTRO COMUNITARIO SAO SEBASTIAO DE VILA DE CAVA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 76 ;Comunitária;Municipal
RJ;NOVA IGUACU;33137633;36525863000120;CENTRO COMUNITARIO SAO SEBASTIAO DE VILA DE CAVA;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 2 ;Comunitária;Municipal
RJ;NOVA IGUACU;33148058;6119910000174;CENTRO DE EDUCACAO INFANTIL COMUNITARIO SEMENTE DO AMOR;CRECHE INTEGRAL CONVENIADA CAMPO; 46 ;Comunitária;Municipal
RJ;NOVA IGUACU;33148058;6119910000174;CENTRO DE EDUCACAO INFANTIL COMUNITARIO SEMENTE DO AMOR;PRÉ-ESCOLA INTEGRAL CONVENIADA CAMPO; 29 ;Comunitária;Municipal
RJ;NOVA IGUACU;33143137;1249194000126;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTO JUVENIL-CIDI;CRECHE INTEGRAL CONVENIADA; 98 ;Comunitária;Municipal
RJ;NOVA IGUACU;33143137;1249194000126;CENTRO INTEGRADO DE DESENVOLVIMENTO INFANTO JUVENIL-CIDI;PRÉ-ESCOLA INTEGRAL CONVENIADA; 43 ;Comunitária;Municipal
RJ;NOVA IGUACU;33155933;32011876000120;CRECHE DONA JOANA - CASA DO MENOR SAO MIGUEL ARCANJO;CRECHE INTEGRAL CONVENIADA; 52 ;Filantrópica;Municipal
RJ;NOVA IGUACU;33155933;32011876000120;CRECHE DONA JOANA - CASA DO MENOR SAO MIGUEL ARCANJO;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
RJ;NOVA IGUACU;33155933;32011876000120;CRECHE DONA JOANA - CASA DO MENOR SAO MIGUEL ARCANJO;PRÉ-ESCOLA INTEGRAL CONVENIADA; 24 ;Filantrópica;Municipal
RJ;NOVA IGUACU;33059063;42485722000204;CRECHE EDUNCANDARIO SAO LAZARO - AELO;CRECHE INTEGRAL CONVENIADA; 98 ;Comunitária;Municipal
RJ;NOVA IGUACU;33059063;42485722000204;CRECHE EDUNCANDARIO SAO LAZARO - AELO;PRÉ-ESCOLA INTEGRAL CONVENIADA; 38 ;Comunitária;Municipal
RJ;NOVA IGUACU;33137684;39485891000159;GRUPO ACAO COMUNITARIA CORACAO DE MAE;CRECHE INTEGRAL CONVENIADA; 53 ;Comunitária;Municipal
RJ;NOVA IGUACU;33137684;39485891000159;GRUPO ACAO COMUNITARIA CORACAO DE MAE;PRÉ-ESCOLA INTEGRAL CONVENIADA; 27 ;Comunitária;Municipal
RJ;NOVA IGUACU;33148104;36515435001350;NUCLEO COMUNITARIO DE EDUCACAO INFANTIL SAO JOSE OPERARIO;CRECHE INTEGRAL CONVENIADA; 41 ;Comunitária;Municipal
RJ;NOVA IGUACU;33148104;36515435001350;NUCLEO COMUNITARIO DE EDUCACAO INFANTIL SAO JOSE OPERARIO;PRÉ-ESCOLA INTEGRAL CONVENIADA; 19 ;Comunitária;Municipal
RJ;NOVA IGUACU;33173834;28718369000153;SOCIEDADE FILANTROPICA SAO VICENTE - PATRONATO;CRECHE INTEGRAL CONVENIADA; 176 ;Filantrópica;Municipal
RJ;NOVA IGUACU;33173834;28718369000153;SOCIEDADE FILANTROPICA SAO VICENTE - PATRONATO;PRÉ-ESCOLA INTEGRAL CONVENIADA; 75 ;Filantrópica;Municipal
RJ;PETROPOLIS;33118558;28451037000155;ASSOC DA CRECHE SAO FRANCISCO DE ASSIS;CRECHE INTEGRAL CONVENIADA; 32 ;Filantrópica;Municipal
RJ;PETROPOLIS;33118558;28451037000155;ASSOC DA CRECHE SAO FRANCISCO DE ASSIS;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
RJ;PETROPOLIS;33118558;28451037000155;ASSOC DA CRECHE SAO FRANCISCO DE ASSIS;PRÉ-ESCOLA INTEGRAL CONVENIADA; 15 ;Filantrópica;Municipal
RJ;PETROPOLIS;33118558;28451037000155;ASSOC DA CRECHE SAO FRANCISCO DE ASSIS;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
RJ;PETROPOLIS;33118531;60922168004769;ASSOCIACAO CONGREGACAO DE SANTA CATARINA - CRECHE SAO JOSE DO ITAMARATI;CRECHE INTEGRAL CONVENIADA; 39 ;Filantrópica;Municipal
RJ;PETROPOLIS;33118531;60922168004769;ASSOCIACAO CONGREGACAO DE SANTA CATARINA - CRECHE SAO JOSE DO ITAMARATI;PRÉ-ESCOLA INTEGRAL CONVENIADA; 64 ;Filantrópica;Municipal
RJ;PETROPOLIS;33118531;60922168004769;ASSOCIACAO CONGREGACAO DE SANTA CATARINA - CRECHE SAO JOSE DO ITAMARATI;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 8 ;Filantrópica;Municipal
RJ;PETROPOLIS;33118400;36551075000108;ASSOCIACAO ESPACO EDUCATIVO SAO CHARBEL;CRECHE INTEGRAL CONVENIADA; 61 ;Filantrópica;Municipal
RJ;PETROPOLIS;33118400;36551075000108;ASSOCIACAO ESPACO EDUCATIVO SAO CHARBEL;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
RJ;PETROPOLIS;33118400;36551075000108;ASSOCIACAO ESPACO EDUCATIVO SAO CHARBEL;PRÉ-ESCOLA INTEGRAL CONVENIADA; 33 ;Filantrópica;Municipal
RJ;PETROPOLIS;33156166;4729046000105;ASSOCIACAO RECREAR;CRECHE INTEGRAL CONVENIADA; 68 ;Filantrópica;Municipal
RJ;PETROPOLIS;33156166;4729046000105;ASSOCIACAO RECREAR;CRECHE INTEGRAL CONVENIADA ESPECIAL; 11 ;Filantrópica;Municipal
RJ;PETROPOLIS;33156166;4729046000105;ASSOCIACAO RECREAR;PRÉ-ESCOLA INTEGRAL CONVENIADA; 37 ;Filantrópica;Municipal
RJ;PETROPOLIS;33156166;4729046000105;ASSOCIACAO RECREAR;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 6 ;Filantrópica;Municipal
RJ;PETROPOLIS;33156174;28805190003825;CEI SANTO ANTONIO E AGOSTINHO;CRECHE INTEGRAL CONVENIADA; 60 ;Filantrópica;Municipal
RJ;PETROPOLIS;33156174;28805190003825;CEI SANTO ANTONIO E AGOSTINHO;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
RJ;PETROPOLIS;33156174;28805190003825;CEI SANTO ANTONIO E AGOSTINHO;PRÉ-ESCOLA INTEGRAL CONVENIADA; 73 ;Filantrópica;Municipal
RJ;PETROPOLIS;33156174;28805190003825;CEI SANTO ANTONIO E AGOSTINHO;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 11 ;Filantrópica;Municipal
RJ;PETROPOLIS;33133743;28457547000210;CENTRO COMUNITARIO ALTO INDEPENDENCIA;CRECHE INTEGRAL CONVENIADA; 14 ;Filantrópica;Municipal
RJ;PETROPOLIS;33133743;28457547000210;CENTRO COMUNITARIO ALTO INDEPENDENCIA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 42 ;Filantrópica;Municipal
RJ;PETROPOLIS;33133743;28457547000210;CENTRO COMUNITARIO ALTO INDEPENDENCIA;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
RJ;PETROPOLIS;33173753;;CENTRO DE EDUCACAO INFANTIL SAO JUDAS TADEU;CRECHE INTEGRAL CONVENIADA; 48 ;Filantrópica;Municipal
RJ;PETROPOLIS;33173753;;CENTRO DE EDUCACAO INFANTIL SAO JUDAS TADEU;CRECHE INTEGRAL CONVENIADA ESPECIAL; 3 ;Filantrópica;Municipal
RJ;PETROPOLIS;33173753;;CENTRO DE EDUCACAO INFANTIL SAO JUDAS TADEU;PRÉ-ESCOLA INTEGRAL CONVENIADA; 88 ;Filantrópica;Municipal
RJ;PETROPOLIS;33173753;;CENTRO DE EDUCACAO INFANTIL SAO JUDAS TADEU;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 7 ;Filantrópica;Municipal
RJ;PETROPOLIS;33040052;28462646000100;CENTRO EDUCACIONAL COMUNIDADE SAO JORGE;PRÉ-ESCOLA INTEGRAL CONVENIADA; 27 ;Filantrópica;Municipal
RJ;PETROPOLIS;33041237;31172216000249;COLEGIO ANGLICANO DE ARARAS;CRECHE INTEGRAL CONVENIADA; 8 ;Confessional;Municipal
RJ;PETROPOLIS;33041237;31172216000249;COLEGIO ANGLICANO DE ARARAS;CRECHE PARCIAL CONVENIADA; 18 ;Confessional;Municipal
RJ;PETROPOLIS;33041237;31172216000249;COLEGIO ANGLICANO DE ARARAS;PRÉ-ESCOLA PARCIAL CONVENIADA; 46 ;Confessional;Municipal
RJ;PETROPOLIS;33407223;8039423000127;CRECHE ESCOLA CASTELO SAO MANOEL;CRECHE INTEGRAL CONVENIADA; 51 ;Comunitária;Municipal
RJ;PETROPOLIS;33407223;8039423000127;CRECHE ESCOLA CASTELO SAO MANOEL;CRECHE INTEGRAL CONVENIADA ESPECIAL; 5 ;Comunitária;Municipal
RJ;PETROPOLIS;33407223;8039423000127;CRECHE ESCOLA CASTELO SAO MANOEL;PRÉ-ESCOLA INTEGRAL CONVENIADA; 59 ;Comunitária;Municipal
RJ;PETROPOLIS;33407223;8039423000127;CRECHE ESCOLA CASTELO SAO MANOEL;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 5 ;Comunitária;Municipal
RJ;PETROPOLIS;33118299;36428134000155;CRECHE SAO JOSE DAS OBLATAS DE NAZARE;CRECHE INTEGRAL CONVENIADA; 36 ;Filantrópica;Municipal
RJ;PETROPOLIS;33118299;36428134000155;CRECHE SAO JOSE DAS OBLATAS DE NAZARE;PRÉ-ESCOLA INTEGRAL CONVENIADA; 51 ;Filantrópica;Municipal
RJ;PETROPOLIS;33118299;36428134000155;CRECHE SAO JOSE DAS OBLATAS DE NAZARE;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 3 ;Filantrópica;Municipal
RJ;PIRAI;33112320;;FERNANDO CLEMENTE NOVAK-APAE DE PIRAI;EDUCAÇÃO ESPECIAL CONVENIADA - FUNDAMENTAL ; 50 ;Filantrópica;Municipal
RJ;QUEIMADOS;33201803;28460301000117;CRECHE IRACEMA GARCIA - CRECHE ESTRELA MAIOR;CRECHE INTEGRAL CONVENIADA; 55 ;Comunitária;Municipal
RJ;QUEIMADOS;33201803;28460301000117;CRECHE IRACEMA GARCIA - CRECHE ESTRELA MAIOR;PRÉ-ESCOLA PARCIAL CONVENIADA; 22 ;Comunitária;Municipal
RJ;QUEIMADOS;33137790;227093000191;INSTITUICAO EDUCACIONAL DE NOSSA SENHORA APARECIDA;CRECHE INTEGRAL CONVENIADA; 70 ;Filantrópica;Municipal
RJ;QUEIMADOS;33137790;227093000191;INSTITUICAO EDUCACIONAL DE NOSSA SENHORA APARECIDA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
RJ;QUEIMADOS;33137790;227093000191;INSTITUICAO EDUCACIONAL DE NOSSA SENHORA APARECIDA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 118 ;Filantrópica;Municipal
RJ;QUEIMADOS;33137790;227093000191;INSTITUICAO EDUCACIONAL DE NOSSA SENHORA APARECIDA;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 4 ;Filantrópica;Municipal
RJ;RIO BONITO;33145385;27771724000195;CRECHE N SRA DA CONCEICAO - BERCO DA SOLIDARIEDADE;CRECHE INTEGRAL CONVENIADA; 149 ;Filantrópica;Municipal
RJ;RIO BONITO;33145385;27771724000195;CRECHE N SRA DA CONCEICAO - BERCO DA SOLIDARIEDADE;CRECHE INTEGRAL CONVENIADA ESPECIAL; 6 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33122261;2287214000116;01004 - CRECHE CANTINHO FELIZ DE SANTA TERESA;CRECHE INTEGRAL CONVENIADA; 49 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33122261;2287214000116;01004 - CRECHE CANTINHO FELIZ DE SANTA TERESA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33122261;2287214000116;01004 - CRECHE CANTINHO FELIZ DE SANTA TERESA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 42 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33122261;2287214000116;01004 - CRECHE CANTINHO FELIZ DE SANTA TERESA;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 5 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33184437;;01005 - CASA MATERNAL CORACAO DE MAE;CRECHE INTEGRAL CONVENIADA; 40 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33188564;2717198000316;01006 - CRECHE DO TUIUTI;CRECHE INTEGRAL CONVENIADA; 143 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33188564;2717198000316;01006 - CRECHE DO TUIUTI;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33062978;34100438000163;01007 - EDUCANDARIO NOSSA SENHORA DE NAZARE;CRECHE INTEGRAL CONVENIADA; 33 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33062978;34100438000163;01007 - EDUCANDARIO NOSSA SENHORA DE NAZARE;PRÉ-ESCOLA PARCIAL CONVENIADA; 53 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33062978;34100438000163;01007 - EDUCANDARIO NOSSA SENHORA DE NAZARE;EDUCAÇÃO ESPECIAL CONVENIADA - PRÉ-ESCOLA ; 8 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33196141;19701694000112;01009 - CRECHE COMUNITARIA ANITA WAY;CRECHE INTEGRAL CONVENIADA; 140 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33196141;19701694000112;01009 - CRECHE COMUNITARIA ANITA WAY;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33196311;35455216000398;01010 - CENTRO CULTURAL MONTESSORI III;CRECHE INTEGRAL CONVENIADA; 297 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33196311;35455216000398;01010 - CENTRO CULTURAL MONTESSORI III;CRECHE INTEGRAL CONVENIADA ESPECIAL; 4 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33172820;17433591000193;02001 - CRECHE ESPACO SEMENTE;CRECHE INTEGRAL CONVENIADA; 74 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33172820;17433591000193;02001 - CRECHE ESPACO SEMENTE;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33172820;17433591000193;02001 - CRECHE ESPACO SEMENTE;PRÉ-ESCOLA PARCIAL CONVENIADA; 19 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33066442;33784406000161;02002 - CASA DE JACIRA;CRECHE INTEGRAL CONVENIADA; 22 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33066442;33784406000161;02002 - CASA DE JACIRA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33095388;27052182000109;02003 - CENTRO COMUNITARIO DA RUA 01 UNIAO FAZ A FORCA;CRECHE INTEGRAL CONVENIADA; 135 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33095388;27052182000109;02003 - CENTRO COMUNITARIO DA RUA 01 UNIAO FAZ A FORCA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33095388;27052182000109;02003 - CENTRO COMUNITARIO DA RUA 01 UNIAO FAZ A FORCA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 9 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33095450;42564773000140;02004 - ACAO SOCIAL PADRE ANCHIETA - ASPA;CRECHE INTEGRAL CONVENIADA; 143 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33095450;42564773000140;02004 - ACAO SOCIAL PADRE ANCHIETA - ASPA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 9 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33096414;148879000113;02005 - CRECHE ESCOLA COMUNITARIA DO CANTAGALO;CRECHE INTEGRAL CONVENIADA; 71 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33096414;148879000113;02005 - CRECHE ESCOLA COMUNITARIA DO CANTAGALO;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33096422;32154197000100;02006 - CRECHE COMUNITARIA DOIS IRMAOS;CRECHE INTEGRAL CONVENIADA; 70 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33096422;32154197000100;02006 - CRECHE COMUNITARIA DOIS IRMAOS;CRECHE INTEGRAL CONVENIADA ESPECIAL; 3 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33108064;33892738000160;02009 - ABRIGO TERESA DE JESUS;CRECHE INTEGRAL CONVENIADA; 81 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33108064;33892738000160;02009 - ABRIGO TERESA DE JESUS;CRECHE INTEGRAL CONVENIADA ESPECIAL; 8 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33108064;33892738000160;02009 - ABRIGO TERESA DE JESUS;PRÉ-ESCOLA INTEGRAL CONVENIADA; 18 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33113777;29014008000199;02010 - CRECHE PATINHO FELIZ;CRECHE INTEGRAL CONVENIADA; 168 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33113777;29014008000199;02010 - CRECHE PATINHO FELIZ;CRECHE INTEGRAL CONVENIADA ESPECIAL; 3 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33114404;33585407000187;02011 - SOCIEDADE CIVIL DE ASSIST A MENORES CASA DA DINDA;CRECHE INTEGRAL CONVENIADA; 45 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33114455;73791337000138;02012 - GRUPO COMUNITARIO CRECHE TIA MAURA;CRECHE INTEGRAL CONVENIADA; 68 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33114455;73791337000138;02012 - GRUPO COMUNITARIO CRECHE TIA MAURA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33114455;73791337000138;02012 - GRUPO COMUNITARIO CRECHE TIA MAURA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 31 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33114480;74032871000719;02013 - CENTRO DE EDUCACAO INFANTIL CRISTO REDENTOR;CRECHE INTEGRAL CONVENIADA; 64 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33114501;34056630000108;02014 - CRUZADA PELA INFANCIA DO LEME;CRECHE INTEGRAL CONVENIADA; 56 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33114501;34056630000108;02014 - CRUZADA PELA INFANCIA DO LEME;CRECHE INTEGRAL CONVENIADA ESPECIAL; 2 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33114552;34030585000104;02015 - OBRA SOCIAL CRISTO REDENTOR - CRECHE SANT ANNA;CRECHE INTEGRAL CONVENIADA; 71 ;Confessional;Municipal
RJ;RIO DE JANEIRO;33114552;34030585000104;02015 - OBRA SOCIAL CRISTO REDENTOR - CRECHE SANT ANNA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Confessional;Municipal
RJ;RIO DE JANEIRO;33116113;33727009000158;02016 - ASSOCIACAO TUTELAR DE MENORES - CASA MATERNAL MELLO MATTOS;CRECHE INTEGRAL CONVENIADA; 109 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33116113;33727009000158;02016 - ASSOCIACAO TUTELAR DE MENORES - CASA MATERNAL MELLO MATTOS;CRECHE INTEGRAL CONVENIADA ESPECIAL; 5 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33116113;33727009000158;02016 - ASSOCIACAO TUTELAR DE MENORES - CASA MATERNAL MELLO MATTOS;PRÉ-ESCOLA INTEGRAL CONVENIADA; 9 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33117870;34125450000122;02018 - CRECHE SANTA IGNEZ;CRECHE INTEGRAL CONVENIADA; 93 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33117870;34125450000122;02018 - CRECHE SANTA IGNEZ;CRECHE INTEGRAL CONVENIADA ESPECIAL; 3 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33117870;34125450000122;02018 - CRECHE SANTA IGNEZ;PRÉ-ESCOLA INTEGRAL CONVENIADA; 114 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33117870;34125450000122;02018 - CRECHE SANTA IGNEZ;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 11 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33120927;29259850000190;02019 - OBRAS SOCIAIS UNIDAS DE SANTA MARTA;CRECHE INTEGRAL CONVENIADA; 40 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33120951;34036194000105;02020 - ESC ESPIRITA CRISTA MARIA DE NAZARE- JARDIM SHEILA;CRECHE INTEGRAL CONVENIADA; 121 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33121940;33593575027314;02022 - CRECHE CHAPEUZINHO MARROM;CRECHE INTEGRAL CONVENIADA; 42 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33122024;31660004000120;02024 - CRECHE ESCADINHA DO SABER;CRECHE INTEGRAL CONVENIADA; 16 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33122229;34031807000103;02025 - CRECHE BEZERRA DE MENEZES;CRECHE INTEGRAL CONVENIADA; 41 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33122229;34031807000103;02025 - CRECHE BEZERRA DE MENEZES;CRECHE INTEGRAL CONVENIADA ESPECIAL; 4 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33122377;33593575014506;02026 - CRECHE MONSENHOR FRANCA;CRECHE INTEGRAL CONVENIADA; 46 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33122610;;02028 - CRECHE PADRE ALEIXO;CRECHE INTEGRAL CONVENIADA; 86 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33122610;;02028 - CRECHE PADRE ALEIXO;CRECHE INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33122695;33904020000146;02029 - CASA DA CRIANCA;CRECHE INTEGRAL CONVENIADA; 172 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33122695;33904020000146;02029 - CASA DA CRIANCA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 7 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33122890;28019248000113;02031 - CENTRO COMUNITARIO ALEGRIA DAS CRIANCAS;CRECHE INTEGRAL CONVENIADA; 80 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33122890;28019248000113;02031 - CENTRO COMUNITARIO ALEGRIA DAS CRIANCAS;CRECHE INTEGRAL CONVENIADA ESPECIAL; 5 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33122890;28019248000113;02031 - CENTRO COMUNITARIO ALEGRIA DAS CRIANCAS;PRÉ-ESCOLA INTEGRAL CONVENIADA; 4 ;Comunitária;Municipal
RJ;RIO DE JANEIRO;33122954;34068528000114;02032 - PATRONATO OPERARIO DA GAVEA;CRECHE INTEGRAL CONVENIADA; 64 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33122954;34068528000114;02032 - PATRONATO OPERARIO DA GAVEA;CRECHE INTEGRAL CONVENIADA ESPECIAL; 4 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33122954;34068528000114;02032 - PATRONATO OPERARIO DA GAVEA;PRÉ-ESCOLA INTEGRAL CONVENIADA; 36 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33122954;34068528000114;02032 - PATRONATO OPERARIO DA GAVEA;PRÉ-ESCOLA INTEGRAL CONVENIADA ESPECIAL; 1 ;Filantrópica;Municipal
RJ;RIO DE JANEIRO;33152004;4697185000196;02034 - CENTRO SOCIAL DA MULHER UEGA;CRECHE INTEGRAL CONVENIADA; 73 ;Filantrópica;Municipal
