Cronograma da Complementação da União-VAAF 2026 - Portaria Interministerial MEC MF nº 11, de 28 de Agosto de 2026;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;"Código
IBGE";Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;"Janeiro do
Ano Seguinte";Total
PA;BRASIL NOVO;1501725; 807.057,67 ; 887.763,44 ; 968.469,21 ; 1.049.174,97 ; 1.089.436,53 ; 1.154.532,25 ; 1.154.532,25 ; 1.231.501,06 ; 1.286.052,48 ; 1.282.995,05 ; 1.282.995,05 ; 1.282.995,05 ; 2.370.197,98 ; 15.847.702,99 
PA;BREJO GRANDE DO ARAGUAIA;1501758; 241.375,05 ; 265.512,56 ; 289.650,07 ; 313.787,57 ; 325.829,02 ; 345.297,86 ; 345.297,86 ; 368.317,72 ; 387.504,52 ; 384.101,19 ; 384.101,19 ; 384.101,19 ; 709.586,42 ; 4.744.462,20 
PA;BREU BRANCO;1501782; 1.215.371,99 ; 1.336.909,19 ; 1.458.446,39 ; 1.579.983,59 ; 1.640.614,66 ; 1.738.644,22 ; 1.738.644,22 ; 1.854.553,84 ; 1.917.757,54 ; 1.929.575,48 ; 1.929.575,48 ; 1.929.575,48 ; 3.564.687,12 ; 23.834.339,18 
PA;BREVES;1501808; 4.281.142,58 ; 4.709.256,84 ; 5.137.371,10 ; 5.565.485,36 ; 5.779.058,02 ; 6.124.366,75 ; 6.124.366,75 ; 6.532.657,87 ; 6.824.887,29 ; 6.806.194,74 ; 6.806.194,74 ; 6.806.194,74 ; 12.573.726,69 ; 84.070.903,48 
PA;BUJARU;1501907; 987.189,32 ; 1.085.908,25 ; 1.184.627,18 ; 1.283.346,12 ; 1.332.593,87 ; 1.412.218,66 ; 1.412.218,66 ; 1.506.366,57 ; 1.547.204,04 ; 1.565.904,01 ; 1.565.904,01 ; 1.565.904,01 ; 2.892.842,44 ; 19.342.227,14 
PA;CACHOEIRA DO ARARI;1502004; 548.411,36 ; 603.252,50 ; 658.093,63 ; 712.934,77 ; 740.293,28 ; 784.527,08 ; 784.527,08 ; 836.828,89 ; 863.352,37 ; 870.414,90 ; 870.414,90 ; 870.414,90 ; 1.607.999,69 ; 10.751.465,34 
PA;CACHOEIRA DO PIRIA;1501956; 696.037,43 ; 765.641,17 ; 835.244,91 ; 904.848,65 ; 939.571,76 ; 995.712,80 ; 995.712,80 ; 1.062.093,65 ; 1.099.666,60 ; 1.105.241,59 ; 1.105.241,59 ; 1.105.241,59 ; 2.041.817,23 ; 13.652.071,79 
PA;CAMETA;1502103; 3.887.500,21 ; 4.276.250,22 ; 4.665.000,24 ; 5.053.750,26 ; 5.247.685,35 ; 5.561.243,65 ; 5.561.243,65 ; 5.931.993,22 ; 6.170.607,64 ; 6.176.815,16 ; 6.176.815,16 ; 6.176.815,16 ; 11.411.014,32 ; 76.296.734,25 
PA;CANAA DOS CARAJAS;1502152; 2.352.485,64 ; 2.587.734,21 ; 2.822.982,78 ; 3.058.231,34 ; 3.175.589,41 ; 3.365.336,38 ; 3.365.336,38 ; 3.589.692,14 ; 3.687.382,91 ; 3.731.620,56 ; 3.731.620,56 ; 3.731.620,56 ; 6.893.775,28 ; 46.093.408,15 
PA;CAPANEMA;1502202; 992.721,15 ; 1.091.993,26 ; 1.191.265,38 ; 1.290.537,49 ; 1.340.061,21 ; 1.420.132,19 ; 1.420.132,19 ; 1.514.807,67 ; 1.617.818,41 ; 1.582.932,79 ; 1.582.932,79 ; 1.582.932,79 ; 2.924.301,32 ; 19.552.568,65 
PA;CAPITAO POCO;1502301; 1.315.703,31 ; 1.447.273,64 ; 1.578.843,97 ; 1.710.414,30 ; 1.776.050,57 ; 1.882.172,68 ; 1.882.172,68 ; 2.007.650,85 ; 2.085.286,31 ; 2.090.093,46 ; 2.090.093,46 ; 2.090.093,46 ; 3.861.227,16 ; 25.817.075,85 
PA;CASTANHAL;1502400; 3.316.393,85 ; 3.648.033,24 ; 3.979.672,63 ; 4.311.312,01 ; 4.476.756,41 ; 4.744.250,36 ; 4.744.250,36 ; 5.060.533,72 ; 5.359.400,84 ; 5.282.088,89 ; 5.282.088,89 ; 5.282.088,89 ; 9.758.101,94 ; 65.244.972,06 
PA;CHAVES;1502509; 1.097.628,79 ; 1.207.391,67 ; 1.317.154,55 ; 1.426.917,42 ; 1.481.674,65 ; 1.570.207,28 ; 1.570.207,28 ; 1.674.887,77 ; 1.725.740,85 ; 1.741.811,62 ; 1.741.811,62 ; 1.741.811,62 ; 3.217.813,20 ; 21.515.058,33 
PA;COLARES;1502608; 293.058,84 ; 322.364,72 ; 351.670,60 ; 380.976,48 ; 395.596,26 ; 419.233,82 ; 419.233,82 ; 447.182,75 ; 460.073,33 ; 464.959,41 ; 464.959,41 ; 464.959,41 ; 858.963,45 ; 5.743.232,30 
PA;CONCEICAO DO ARAGUAIA;1502707; 808.682,80 ; 889.551,08 ; 970.419,36 ; 1.051.287,64 ; 1.091.630,27 ; 1.156.857,07 ; 1.156.857,07 ; 1.233.980,87 ; 1.313.331,76 ; 1.288.868,42 ; 1.288.868,42 ; 1.288.868,42 ; 2.381.048,43 ; 15.920.251,61 
PA;CONCORDIA DO PARA;1502756; 1.405.824,23 ; 1.546.406,65 ; 1.686.989,07 ; 1.827.571,49 ; 1.897.703,61 ; 2.011.094,69 ; 2.011.094,69 ; 2.145.167,67 ; 2.248.037,27 ; 2.235.911,15 ; 2.235.911,15 ; 2.235.911,15 ; 4.130.609,95 ; 27.618.232,77 
PA;CUMARU DO NORTE;1502764; 533.919,19 ; 587.311,11 ; 640.703,03 ; 694.094,95 ; 720.730,49 ; 763.795,38 ; 763.795,38 ; 814.715,07 ; 841.899,88 ; 847.595,07 ; 847.595,07 ; 847.595,07 ; 1.565.842,46 ; 10.469.592,13 
PA;CURIONOPOLIS;1502772; 736.547,68 ; 810.202,45 ; 883.857,22 ; 957.511,99 ; 994.256,01 ; 1.053.664,54 ; 1.053.664,54 ; 1.123.908,84 ; 1.177.980,65 ; 1.171.475,12 ; 1.171.475,12 ; 1.171.475,12 ; 2.164.176,69 ; 14.470.195,97 
PA;CURRALINHO;1502806; 1.343.971,09 ; 1.478.368,19 ; 1.612.765,30 ; 1.747.162,41 ; 1.814.208,88 ; 1.922.611,00 ; 1.922.611,00 ; 2.050.785,07 ; 2.109.755,88 ; 2.132.289,64 ; 2.132.289,64 ; 2.132.289,64 ; 3.939.180,14 ; 26.338.287,88 
PA;CURUA;1502855; 461.934,72 ; 508.128,19 ; 554.321,66 ; 600.515,13 ; 623.559,60 ; 660.818,36 ; 660.818,36 ; 704.872,92 ; 726.541,81 ; 733.073,32 ; 733.073,32 ; 733.073,32 ; 1.354.275,62 ; 9.055.006,33 
PA;CURUCA;1502905; 977.623,57 ; 1.075.385,93 ; 1.173.148,29 ; 1.270.910,64 ; 1.319.681,19 ; 1.398.534,43 ; 1.398.534,43 ; 1.491.770,06 ; 1.568.076,46 ; 1.555.509,53 ; 1.555.509,53 ; 1.555.509,53 ; 2.873.639,74 ; 19.213.833,32 
PA;DOM ELISEU;1502939; 1.293.363,24 ; 1.422.699,56 ; 1.552.035,88 ; 1.681.372,21 ; 1.745.894,01 ; 1.850.214,20 ; 1.850.214,20 ; 1.973.561,81 ; 2.028.850,90 ; 2.051.802,60 ; 2.051.802,60 ; 2.051.802,60 ; 3.790.488,82 ; 25.344.102,62 
PA;ELDORADO DO CARAJAS;1502954; 836.901,15 ; 920.591,26 ; 1.004.281,37 ; 1.087.971,49 ; 1.129.721,84 ; 1.197.224,68 ; 1.197.224,68 ; 1.277.039,65 ; 1.337.498,24 ; 1.330.956,12 ; 1.330.956,12 ; 1.330.956,12 ; 2.458.801,01 ; 16.440.123,73 
PA;FARO;1503002; 304.343,22 ; 334.777,54 ; 365.211,86 ; 395.646,18 ; 410.828,90 ; 435.376,64 ; 435.376,64 ; 464.401,75 ; 477.629,55 ; 482.841,71 ; 482.841,71 ; 482.841,71 ; 891.999,11 ; 5.964.116,54 
PA;FLORESTA DO ARAGUAIA;1503044; 571.166,83 ; 628.283,52 ; 685.400,20 ; 742.516,88 ; 771.010,60 ; 817.079,81 ; 817.079,81 ; 871.551,80 ; 903.074,41 ; 907.050,89 ; 907.050,89 ; 907.050,89 ; 1.675.680,82 ; 11.203.997,33 
PA;GARRAFAO DO NORTE;1503077; 785.290,56 ; 863.819,61 ; 942.348,66 ; 1.020.877,72 ; 1.060.053,37 ; 1.123.393,41 ; 1.123.393,41 ; 1.198.286,30 ; 1.230.771,75 ; 1.245.647,21 ; 1.245.647,21 ; 1.245.647,21 ; 2.301.201,80 ; 15.386.378,22 
PA;GOIANESIA DO PARA;1503093; 752.284,72 ; 827.513,19 ; 902.741,67 ; 977.970,14 ; 1.015.499,24 ; 1.076.177,08 ; 1.076.177,08 ; 1.147.922,22 ; 1.191.855,06 ; 1.194.999,84 ; 1.194.999,84 ; 1.194.999,84 ; 2.207.636,13 ; 14.760.776,07 
PA;GURUPA;1503101; 2.140.232,91 ; 2.354.256,19 ; 2.568.279,48 ; 2.782.302,77 ; 2.889.072,22 ; 3.061.699,29 ; 3.061.699,29 ; 3.265.812,58 ; 3.392.038,55 ; 3.399.912,31 ; 3.399.912,31 ; 3.399.912,31 ; 6.280.979,28 ; 41.996.109,50 
PA;IGARAPE-ACU;1503200; 602.334,00 ; 662.567,40 ; 722.800,80 ; 783.034,20 ; 813.082,74 ; 861.665,84 ; 861.665,84 ; 919.110,23 ; 968.440,46 ; 958.690,08 ; 958.690,08 ; 958.690,08 ; 1.771.078,77 ; 11.841.850,53 
PA;IGARAPE-MIRI;1503309; 2.010.492,52 ; 2.211.541,78 ; 2.412.591,03 ; 2.613.640,28 ; 2.713.937,39 ; 2.876.099,86 ; 2.876.099,86 ; 3.067.839,85 ; 3.223.954,76 ; 3.198.812,77 ; 3.198.812,77 ; 3.198.812,77 ; 5.909.469,09 ; 39.512.104,71 
PA;INHANGAPI;1503408; 195.679,73 ; 215.247,70 ; 234.815,67 ; 254.383,64 ; 264.145,49 ; 279.928,64 ; 279.928,64 ; 298.590,55 ; 309.105,35 ; 310.714,47 ; 310.714,47 ; 310.714,47 ; 574.012,20 ; 3.837.981,02 
PA;IPIXUNA DO PARA;1503457; 1.313.632,26 ; 1.444.995,49 ; 1.576.358,71 ; 1.707.721,94 ; 1.773.254,89 ; 1.879.209,95 ; 1.879.209,95 ; 2.004.490,61 ; 2.096.361,82 ; 2.088.716,64 ; 2.088.716,64 ; 2.088.716,64 ; 3.858.683,62 ; 25.800.069,15 
PA;IRITUIA;1503507; 582.586,57 ; 640.845,22 ; 699.103,88 ; 757.362,54 ; 786.425,94 ; 833.416,25 ; 833.416,25 ; 888.977,33 ; 933.761,22 ; 926.869,26 ; 926.869,26 ; 926.869,26 ; 1.712.293,17 ; 11.448.796,15 
PA;ITAITUBA;1503606; 3.348.497,56 ; 3.683.347,32 ; 4.018.197,07 ; 4.353.046,83 ; 4.523.601,88 ; 4.791.019,86 ; 4.791.019,86 ; 5.110.421,18 ; 5.342.212,34 ; 5.324.830,05 ; 5.324.830,05 ; 5.324.830,05 ; 9.837.061,72 ; 65.772.915,76 
PA;ITUPIRANGA;1503705; 1.503.097,95 ; 1.653.407,74 ; 1.803.717,53 ; 1.954.027,33 ; 2.029.012,13 ; 2.150.249,12 ; 2.150.249,12 ; 2.293.599,06 ; 2.399.514,08 ; 2.390.078,74 ; 2.390.078,74 ; 2.390.078,74 ; 4.415.418,30 ; 29.522.528,57 
PA;JACAREACANGA;1503754; 1.043.889,00 ; 1.148.277,90 ; 1.252.666,79 ; 1.357.055,69 ; 1.409.132,02 ; 1.493.330,09 ; 1.493.330,09 ; 1.592.885,43 ; 1.643.658,79 ; 1.656.853,84 ; 1.656.853,84 ; 1.656.853,84 ; 3.060.862,67 ; 20.465.650,01 
PA;JACUNDA;1503804; 963.632,75 ; 1.059.996,03 ; 1.156.359,31 ; 1.252.722,58 ; 1.300.795,17 ; 1.378.519,94 ; 1.378.519,94 ; 1.470.421,27 ; 1.548.478,98 ; 1.533.627,43 ; 1.533.627,43 ; 1.533.627,43 ; 2.833.214,87 ; 18.943.543,11 
PA;JURUTI;1503903; 1.586.673,22 ; 1.745.340,54 ; 1.904.007,86 ; 2.062.675,18 ; 2.141.829,28 ; 2.269.807,30 ; 2.269.807,30 ; 2.421.127,79 ; 2.512.279,13 ; 2.520.219,95 ; 2.520.219,95 ; 2.520.219,95 ; 4.655.840,47 ; 31.130.047,94 
PA;LIMOEIRO DO AJURU;1504000; 849.287,19 ; 934.215,91 ; 1.019.144,62 ; 1.104.073,34 ; 1.146.441,60 ; 1.214.943,47 ; 1.214.943,47 ; 1.295.939,70 ; 1.337.854,94 ; 1.348.064,00 ; 1.348.064,00 ; 1.348.064,00 ; 2.490.406,02 ; 16.651.442,25 
PA;MAE DO RIO;1504059; 987.830,96 ; 1.086.614,05 ; 1.185.397,14 ; 1.284.180,24 ; 1.333.459,99 ; 1.413.136,55 ; 1.413.136,55 ; 1.507.345,65 ; 1.603.722,00 ; 1.574.318,77 ; 1.574.318,77 ; 1.574.318,77 ; 2.908.387,83 ; 19.446.167,25 
PA;MAGALHAES BARATA;1504109; 223.038,20 ; 245.342,02 ; 267.645,84 ; 289.949,66 ; 301.076,33 ; 319.066,16 ; 319.066,16 ; 340.337,24 ; 355.029,02 ; 354.516,93 ; 354.516,93 ; 354.516,93 ; 654.932,62 ; 4.379.034,04 
PA;MARABA;1504208; 6.198.938,63 ; 6.818.832,49 ; 7.438.726,36 ; 8.058.620,22 ; 8.367.865,66 ; 8.867.860,13 ; 8.867.860,13 ; 9.459.050,81 ; 9.906.248,99 ; 9.858.328,30 ; 9.858.328,30 ; 9.858.328,30 ; 18.212.221,43 ; 121.771.209,74 
PA;MARACANA;1504307; 911.268,72 ; 1.002.395,59 ; 1.093.522,46 ; 1.184.649,34 ; 1.230.109,65 ; 1.303.610,83 ; 1.303.610,83 ; 1.390.518,22 ; 1.447.434,99 ; 1.448.037,93 ; 1.448.037,93 ; 1.448.037,93 ; 2.675.097,30 ; 17.886.331,72 
PA;MARAPANIM;1504406; 650.107,20 ; 715.117,92 ; 780.128,64 ; 845.139,36 ; 877.571,15 ; 930.007,55 ; 930.007,55 ; 992.008,05 ; 1.033.118,19 ; 1.033.110,44 ; 1.033.110,44 ; 1.033.110,44 ; 1.908.562,54 ; 12.761.099,46 
PA;MARITUBA;1504422; 2.752.103,02 ; 3.027.313,32 ; 3.302.523,62 ; 3.577.733,92 ; 3.715.027,64 ; 3.937.006,98 ; 3.937.006,98 ; 4.199.474,11 ; 4.465.557,06 ; 4.385.738,88 ; 4.385.738,88 ; 4.385.738,88 ; 8.102.189,85 ; 54.173.153,12 
PA;MEDICILANDIA;1504455; 760.195,34 ; 836.214,87 ; 912.234,41 ; 988.253,94 ; 1.026.177,69 ; 1.087.493,58 ; 1.087.493,58 ; 1.159.993,15 ; 1.213.176,36 ; 1.208.736,86 ; 1.208.736,86 ; 1.208.736,86 ; 2.233.013,82 ; 14.930.457,30 
PA;MELGACO;1504505; 1.397.416,08 ; 1.537.157,69 ; 1.676.899,30 ; 1.816.640,90 ; 1.886.353,57 ; 1.999.066,47 ; 1.999.066,47 ; 2.132.337,56 ; 2.205.019,30 ; 2.218.597,78 ; 2.218.597,78 ; 2.218.597,78 ; 4.098.625,32 ; 27.404.375,99 
PA;MOCAJUBA;1504604; 1.045.270,25 ; 1.149.797,28 ; 1.254.324,30 ; 1.358.851,33 ; 1.410.996,56 ; 1.495.306,04 ; 1.495.306,04 ; 1.594.993,11 ; 1.674.849,54 ; 1.662.912,51 ; 1.662.912,51 ; 1.662.912,51 ; 3.072.055,42 ; 20.540.487,43 
PA;MOJU;1504703; 2.695.187,96 ; 2.964.706,75 ; 3.234.225,55 ; 3.503.744,34 ; 3.609.447,11 ; 3.848.674,60 ; 3.848.674,60 ; 4.105.252,91 ; 4.338.803,22 ; 4.283.799,10 ; 4.283.799,10 ; 4.283.799,10 ; 7.913.866,87 ; 52.913.981,19 
PA;MOJUI DOS CAMPOS;1504752; 634.608,69 ; 698.069,56 ; 761.530,43 ; 824.991,30 ; 856.649,92 ; 907.836,24 ; 907.836,24 ; 968.358,65 ; 1.019.453,82 ; 1.009.942,25 ; 1.009.942,25 ; 1.009.942,25 ; 1.865.761,76 ; 12.474.923,35 
PA;MONTE ALEGRE;1504802; 1.864.966,27 ; 2.051.462,89 ; 2.237.959,51 ; 2.424.456,14 ; 2.517.493,40 ; 2.667.918,00 ; 2.667.918,00 ; 2.845.779,20 ; 2.949.925,92 ; 2.961.852,86 ; 2.961.852,86 ; 2.961.852,86 ; 5.471.710,66 ; 36.585.148,57 
PA;MUANA;1504901; 1.412.784,08 ; 1.554.062,49 ; 1.695.340,89 ; 1.836.619,30 ; 1.907.098,64 ; 2.021.051,08 ; 2.021.051,08 ; 2.155.787,82 ; 2.217.193,82 ; 2.241.387,68 ; 2.241.387,68 ; 2.241.387,68 ; 4.140.727,26 ; 27.685.879,49 
PA;NOVA ESPERANCA DO PIRIA;1504950; 646.224,65 ; 710.847,12 ; 775.469,58 ; 840.092,05 ; 872.330,15 ; 924.453,39 ; 924.453,39 ; 986.083,62 ; 1.018.827,93 ; 1.025.858,51 ; 1.025.858,51 ; 1.025.858,51 ; 1.895.165,36 ; 12.671.522,74 
PA;NOVA IPIXUNA;1504976; 343.204,61 ; 377.525,07 ; 411.845,53 ; 446.165,99 ; 463.287,38 ; 490.969,61 ; 490.969,61 ; 523.700,91 ; 537.898,40 ; 544.399,60 ; 544.399,60 ; 544.399,60 ; 1.005.720,82 ; 6.724.486,73 
PA;NOVA TIMBOTEUA;1505007; 335.741,45 ; 369.315,60 ; 402.889,75 ; 436.463,89 ; 453.212,97 ; 480.293,23 ; 480.293,23 ; 512.312,78 ; 544.195,74 ; 534.959,08 ; 534.959,08 ; 534.959,08 ; 988.280,46 ; 6.607.876,36 
PA;NOVO PROGRESSO;1505031; 1.076.181,06 ; 1.183.799,16 ; 1.291.417,27 ; 1.399.035,38 ; 1.452.722,64 ; 1.539.525,34 ; 1.539.525,34 ; 1.642.160,36 ; 1.709.095,42 ; 1.710.051,84 ; 1.710.051,84 ; 1.710.051,84 ; 3.159.140,36 ; 21.122.757,87 
PA;NOVO REPARTIMENTO;1505064; 1.937.876,43 ; 2.131.664,07 ; 2.325.451,71 ; 2.519.239,35 ; 2.615.913,88 ; 2.772.219,26 ; 2.772.219,26 ; 2.957.033,88 ; 3.079.993,60 ; 3.079.609,68 ; 3.079.609,68 ; 3.079.609,68 ; 5.689.253,97 ; 38.039.694,46 
PA;OBIDOS;1505106; 1.518.295,69 ; 1.670.125,26 ; 1.821.954,83 ; 1.973.784,40 ; 2.048.063,81 ; 2.171.638,29 ; 2.171.638,29 ; 2.316.414,18 ; 2.407.367,15 ; 2.411.719,49 ; 2.411.719,49 ; 2.411.719,49 ; 4.455.397,31 ; 29.789.837,67 
PA;OEIRAS DO PARA;1505205; 1.335.748,69 ; 1.469.323,55 ; 1.602.898,42 ; 1.736.473,29 ; 1.803.109,57 ; 1.910.848,49 ; 1.910.848,49 ; 2.038.238,39 ; 2.095.566,24 ; 2.119.073,46 ; 2.119.073,46 ; 2.119.073,46 ; 3.914.764,65 ; 26.175.040,18 
PA;ORIXIMINA;1505304; 2.323.733,96 ; 2.556.107,36 ; 2.788.480,75 ; 3.020.854,15 ; 3.136.777,89 ; 3.324.205,80 ; 3.324.205,80 ; 3.545.819,52 ; 3.722.862,46 ; 3.696.746,05 ; 3.696.746,05 ; 3.696.746,05 ; 6.829.348,30 ; 45.662.634,13 
PA;OUREM;1505403; 345.348,24 ; 379.883,06 ; 414.417,88 ; 448.952,71 ; 466.181,04 ; 494.036,16 ; 494.036,16 ; 526.971,91 ; 543.681,45 ; 548.122,79 ; 548.122,79 ; 548.122,79 ; 1.012.599,03 ; 6.770.476,02 
PA;OURILANDIA DO NORTE;1505437; 957.469,31 ; 1.053.216,24 ; 1.148.963,18 ; 1.244.710,11 ; 1.292.475,22 ; 1.369.702,86 ; 1.369.702,86 ; 1.461.016,38 ; 1.533.045,68 ; 1.523.081,52 ; 1.523.081,52 ; 1.523.081,52 ; 2.813.732,41 ; 18.813.278,79 
PA;PACAJA;1505486; 1.678.594,51 ; 1.846.453,96 ; 2.014.313,41 ; 2.182.172,86 ; 2.301.960,48 ; 2.409.971,90 ; 2.409.971,90 ; 2.570.636,70 ; 2.676.660,01 ; 2.677.079,63 ; 2.677.079,63 ; 2.677.079,63 ; 4.945.622,17 ; 33.067.596,81 
PA;PALESTINA DO PARA;1505494; 182.429,23 ; 200.672,15 ; 218.915,07 ; 237.158,00 ; 246.258,81 ; 260.973,20 ; 260.973,20 ; 278.371,42 ; 291.428,75 ; 290.108,03 ; 290.108,03 ; 290.108,03 ; 535.943,98 ; 3.583.447,90 
PA;PARAGOMINAS;1505502; 2.838.807,78 ; 3.122.688,56 ; 3.406.569,34 ; 3.690.450,12 ; 3.832.069,25 ; 4.061.042,04 ; 4.061.042,04 ; 4.331.778,17 ; 4.583.467,63 ; 4.520.876,25 ; 4.520.876,25 ; 4.520.876,25 ; 8.351.841,89 ; 55.842.385,57 
PA;PARAUAPEBAS;1505536; 5.950.077,17 ; 6.545.084,89 ; 7.140.092,60 ; 7.735.100,32 ; 8.031.930,85 ; 8.511.852,64 ; 8.511.852,64 ; 9.079.309,48 ; 9.566.682,40 ; 9.470.303,16 ; 9.470.303,16 ; 9.470.303,16 ; 17.495.385,92 ; 116.978.278,38 
PA;PAU DARCO;1505551; 246.486,73 ; 271.135,40 ; 295.784,08 ; 320.432,75 ; 332.729,19 ; 352.610,34 ; 352.610,34 ; 376.117,70 ; 386.314,21 ; 390.983,32 ; 390.983,32 ; 390.983,32 ; 722.300,44 ; 4.829.471,15 
PA;PEIXE-BOI;1505601; 300.632,62 ; 330.695,89 ; 360.759,15 ; 390.822,41 ; 405.820,02 ; 430.068,47 ; 430.068,47 ; 458.739,70 ; 486.613,40 ; 478.927,88 ; 478.927,88 ; 478.927,88 ; 884.768,73 ; 5.915.772,50 
PA;PICARRA;1505635; 601.975,68 ; 662.173,24 ; 722.370,81 ; 782.568,38 ; 812.599,05 ; 861.153,24 ; 861.153,24 ; 918.563,46 ; 957.257,06 ; 956.706,34 ; 956.706,34 ; 956.706,34 ; 1.767.414,03 ; 11.817.347,21 
PA;PLACAS;1505650; 1.061.126,55 ; 1.167.239,20 ; 1.273.351,86 ; 1.379.464,51 ; 1.432.400,76 ; 1.517.989,19 ; 1.517.989,19 ; 1.619.188,47 ; 1.677.906,84 ; 1.685.160,13 ; 1.685.160,13 ; 1.685.160,13 ; 3.113.155,54 ; 20.815.292,49 
PA;PONTA DE PEDRAS;1505700; 692.695,78 ; 761.965,35 ; 831.234,93 ; 900.504,50 ; 935.060,90 ; 990.932,41 ; 990.932,41 ; 1.056.994,58 ; 1.104.243,56 ; 1.101.248,72 ; 1.101.248,72 ; 1.101.248,72 ; 2.034.440,83 ; 13.602.751,42 
PA;PORTEL;1505809; 2.827.061,46 ; 3.109.767,60 ; 3.392.473,75 ; 3.675.179,90 ; 3.816.213,04 ; 4.044.238,39 ; 4.044.238,39 ; 4.313.854,28 ; 4.455.486,30 ; 4.487.643,60 ; 4.487.643,60 ; 4.487.643,60 ; 8.290.448,07 ; 55.431.891,98 
PA;PORTO DE MOZ;1505908; 2.159.337,58 ; 2.375.271,33 ; 2.591.205,09 ; 2.807.138,85 ; 2.914.861,37 ; 3.089.029,38 ; 3.089.029,38 ; 3.294.964,68 ; 3.421.341,73 ; 3.430.131,43 ; 3.430.131,43 ; 3.430.131,43 ; 6.336.805,92 ; 42.369.379,61 
PA;PRAINHA;1506005; 1.353.836,55 ; 1.489.220,20 ; 1.624.603,85 ; 1.759.987,50 ; 1.827.526,12 ; 1.936.723,98 ; 1.936.723,98 ; 2.065.838,91 ; 2.150.168,51 ; 2.151.263,13 ; 2.151.263,13 ; 2.151.263,13 ; 3.974.231,66 ; 26.572.650,65 
PA;PRIMAVERA;1506104; 220.595,08 ; 242.654,58 ; 264.714,09 ; 286.773,60 ; 297.778,39 ; 315.571,16 ; 315.571,16 ; 336.609,24 ; 355.762,20 ; 351.249,50 ; 351.249,50 ; 351.249,50 ; 648.896,40 ; 4.338.674,41 
PA;QUATIPURU;1506112; 194.480,18 ; 213.928,20 ; 233.376,22 ; 252.824,24 ; 262.526,24 ; 278.212,64 ; 278.212,64 ; 296.760,15 ; 316.596,88 ; 310.060,48 ; 310.060,48 ; 310.060,48 ; 572.804,02 ; 3.829.902,84 
PA;REDENCAO;1506138; 2.002.903,07 ; 2.203.193,37 ; 2.403.483,68 ; 2.603.773,99 ; 2.703.692,49 ; 2.865.242,79 ; 2.865.242,79 ; 3.056.258,98 ; 3.193.893,87 ; 3.184.353,56 ; 3.184.353,56 ; 3.184.353,56 ; 5.882.757,23 ; 39.333.502,94 
PA;RIO MARIA;1506161; 378.922,83 ; 416.815,11 ; 454.707,40 ; 492.599,68 ; 511.502,93 ; 542.066,13 ; 542.066,13 ; 578.203,87 ; 593.878,93 ; 601.056,72 ; 601.056,72 ; 601.056,72 ; 1.110.388,88 ; 7.424.322,06 
PA;RONDON DO PARA;1506187; 904.182,10 ; 994.600,31 ; 1.085.018,52 ; 1.175.436,73 ; 1.220.543,52 ; 1.293.473,10 ; 1.293.473,10 ; 1.379.704,64 ; 1.437.181,18 ; 1.436.910,61 ; 1.436.910,61 ; 1.436.910,61 ; 2.654.540,75 ; 17.748.885,78 
PA;RUROPOLIS;1506195; 1.039.797,88 ; 1.143.777,67 ; 1.247.757,46 ; 1.351.737,25 ; 1.403.609,49 ; 1.487.477,58 ; 1.487.477,58 ; 1.586.642,75 ; 1.635.057,62 ; 1.650.072,71 ; 1.650.072,71 ; 1.650.072,71 ; 3.048.335,23 ; 20.381.888,64 
PA;SALINOPOLIS;1506203; 847.439,89 ; 932.183,88 ; 1.016.927,87 ; 1.101.671,86 ; 1.143.947,95 ; 1.212.300,83 ; 1.212.300,83 ; 1.293.120,88 ; 1.338.595,91 ; 1.345.618,30 ; 1.345.618,30 ; 1.345.618,30 ; 2.485.887,84 ; 16.621.232,66 
PA;SALVATERRA;1506302; 711.788,23 ; 782.967,05 ; 854.145,87 ; 925.324,70 ; 960.833,55 ; 1.018.245,03 ; 1.018.245,03 ; 1.086.128,03 ; 1.157.139,25 ; 1.134.594,71 ; 1.134.594,71 ; 1.134.594,71 ; 2.096.044,02 ; 14.014.644,91 
PA;SANTA BARBARA DO PARA;1506351; 363.848,26 ; 400.233,09 ; 436.617,91 ; 473.002,74 ; 491.153,99 ; 520.501,28 ; 520.501,28 ; 555.201,36 ; 579.537,99 ; 578.382,31 ; 578.382,31 ; 578.382,31 ; 1.068.500,30 ; 7.144.245,13 
PA;SANTA CRUZ DO ARARI;1506401; 242.376,91 ; 266.614,61 ; 290.852,30 ; 315.089,99 ; 327.181,42 ; 346.731,07 ; 346.731,07 ; 369.846,47 ; 379.872,97 ; 384.464,23 ; 384.464,23 ; 384.464,23 ; 710.257,11 ; 4.748.946,62 
PA;SANTA IZABEL DO PARA;1506500; 1.482.993,82 ; 1.631.293,20 ; 1.779.592,58 ; 1.927.891,96 ; 2.001.873,83 ; 2.121.489,26 ; 2.121.489,26 ; 2.262.921,88 ; 2.399.426,69 ; 2.362.375,96 ; 2.362.375,96 ; 2.362.375,96 ; 4.364.240,34 ; 29.180.340,69 
