ESCOLAS PÚBLICAS E CONVENIADAS QUE OFERECEM ATENDIMENTO EDUCACIONAL ESPECIALIZADO E MATRÍCULAS CONSIDERADAS NO FUNDEB 2026;;;;;;;;
UF;Município;Dependência Administrativa;Código Entidade no INEP;Entidade;Segmento;Alunos Contemplados;Categoria;Conveniada
SC;FRAIBURGO;PARTICULAR;42162726;ASSOCIACAO DOS PAIS E AMIGOS DO AUTISTA AMA - FRAIBURGO;AEE - FUNDAMENTAL; 9 ; Filantrópica ; Estadual e Municipal 
SC;FRAIBURGO;MUNICIPAL;42118328;CEM ANTONIO PORTO BURDA;AEE - FUNDAMENTAL; 10 ;;
SC;FRAIBURGO;MUNICIPAL;42075270;CEM DONA ZENAIDE MARIA SCHMIDTT PEREIRA DA COSTA;AEE - FUNDAMENTAL; 5 ;;
SC;FRAIBURGO;MUNICIPAL;42148316;CEM PROFESSOR JUVILIANO MANOEL PEDROSO;AEE - FUNDAMENTAL; 11 ;;
SC;FRAIBURGO;MUNICIPAL;42147271;CEM SAO MIGUEL;AEE - FUNDAMENTAL; 35 ;;
SC;FRAIBURGO;MUNICIPAL;42099234;CEM SAO SEBASTIAO;AEE - FUNDAMENTAL; 21 ;;
SC;FRAIBURGO;MUNICIPAL;42164150;CENTRO MUNICIPAL DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO BRUNO CALDART CAETANO NA SILVA;AEE - INFANTIL; 16 ;;
SC;FRAIBURGO;MUNICIPAL;42075017;EBM SANTO ANTONIO;AEE - FUNDAMENTAL; 14 ;;
SC;FRAIBURGO;ESTADUAL;42184606;EEB EURICO PINZ;AEE - MÉDIO; 3 ;;
SC;FRAIBURGO;ESTADUAL;42075432;EEB GONCALVES DIAS;AEE - MÉDIO; 11 ;;
SC;FRAIBURGO;ESTADUAL;42075440;EEB SAO JOSE;AEE - FUNDAMENTAL; 1 ;;
SC;FRAIBURGO;ESTADUAL;42075440;EEB SAO JOSE;AEE - MÉDIO; 3 ;;
SC;FRAIBURGO;MUNICIPAL;42075459;EEBM PADRE BIAGIO SIMONETTI;AEE - FUNDAMENTAL; 21 ;;
SC;FRAIBURGO;MUNICIPAL;42123844;EEF BAIRRO DAS NACOES;AEE - FUNDAMENTAL; 11 ;;
SC;FRAIBURGO;ESTADUAL;42075467;EEF BELA VISTA;AEE - FUNDAMENTAL; 3 ;;
SC;FRAIBURGO;MUNICIPAL;42075343;EM JOSE DE ANCHIETA;AEE - FUNDAMENTAL; 17 ;;
SC;FRAIBURGO;PARTICULAR;42130263;ESCOLA ESPECIAL MARIA FREY;AEE - FUNDAMENTAL; 10 ; Filantrópica ; Estadual e Municipal 
SC;FREI ROGERIO;MUNICIPAL;42034868;CENTRO MUNICIPAL ADOLFO SOLETTI;AEE - FUNDAMENTAL; 12 ;;
SC;FREI ROGERIO;MUNICIPAL;42034868;CENTRO MUNICIPAL ADOLFO SOLETTI;AEE - INFANTIL; 2 ;;
SC;FREI ROGERIO;MUNICIPAL;42035449;CENTRO MUNICIPAL IRMA FLORENTINA;AEE - FUNDAMENTAL; 5 ;;
SC;FREI ROGERIO;MUNICIPAL;42035449;CENTRO MUNICIPAL IRMA FLORENTINA;AEE - INFANTIL; 4 ;;
SC;FREI ROGERIO;ESTADUAL;42035422;EEB URBANO SALLES;AEE - FUNDAMENTAL; 7 ;;
SC;FREI ROGERIO;ESTADUAL;42035422;EEB URBANO SALLES;AEE - MÉDIO; 3 ;;
SC;GALVAO;ESTADUAL;42086582;EEB VERONICA SENEM;AEE - FUNDAMENTAL; 2 ;;
SC;GALVAO;ESTADUAL;42086582;EEB VERONICA SENEM;AEE - MÉDIO; 3 ;;
SC;GAROPABA;PARTICULAR;42120772;CAESP APAE RENASCER;AEE - FUNDAMENTAL; 8 ; Filantrópica ; Estadual 
SC;GAROPABA;MUNICIPAL;42095000;CEM VICE-PREFEITO CECILIO COUTO SILVEIRA;AEE - FUNDAMENTAL; 5 ;;
SC;GAROPABA;ESTADUAL;42095042;EEB PROF JOSE RODRIGUES LOPES;AEE - FUNDAMENTAL; 37 ;;
SC;GAROPABA;ESTADUAL;42095042;EEB PROF JOSE RODRIGUES LOPES;AEE - MÉDIO; 5 ;;
SC;GAROPABA;MUNICIPAL;42095034;EMEF ADUCI ARBUES DO NASCIMENTO;AEE - FUNDAMENTAL; 1 ;;
SC;GAROPABA;MUNICIPAL;42094984;EMEF AGOSTINHO BOTELHO;AEE - FUNDAMENTAL; 1 ;;
SC;GAROPABA;MUNICIPAL;42095026;EMEF JANUARIO DOMINGOS FERREIRA;AEE - FUNDAMENTAL; 2 ;;
SC;GAROPABA;MUNICIPAL;42094976;EMEF MARIA DA SILVA ABREU;AEE - FUNDAMENTAL; 7 ;;
SC;GAROPABA;MUNICIPAL;42094879;EMEF NORBERTO JOSE FLORIANO DA SILVA;AEE - FUNDAMENTAL; 3 ;;
SC;GAROPABA;MUNICIPAL;42094968;EMEF PAULA MARTINS PEREIRA;AEE - FUNDAMENTAL; 1 ;;
SC;GAROPABA;MUNICIPAL;42112419;EMEF PINGUIRITO;AEE - FUNDAMENTAL; 7 ;;
SC;GAROPABA;MUNICIPAL;42094895;EMEF PROF ARY MANOEL DOS SANTOS;AEE - FUNDAMENTAL; 3 ;;
SC;GARUVA;ESTADUAL;42021367;EEB CARMEM SEARA LEITE;AEE - FUNDAMENTAL; 2 ;;
SC;GARUVA;ESTADUAL;42021367;EEB CARMEM SEARA LEITE;AEE - MÉDIO; 7 ;;
SC;GARUVA;ESTADUAL;42147581;EIEF TARUMA;AEE - FUNDAMENTAL; 1 ;;
SC;GARUVA;MUNICIPAL;42106451;EM TANCREDO DE ALMEIDA NEVES;AEE - FUNDAMENTAL; 19 ;;
SC;GARUVA;MUNICIPAL;42125243;EM VICENTE VIEIRA;AEE - FUNDAMENTAL; 60 ;;
SC;GARUVA;PARTICULAR;42137209;ESC ESPECIAL SOFIA ARAUJO;AEE - FUNDAMENTAL; 5 ; Filantrópica ; Estadual 
SC;GARUVA;PARTICULAR;42137209;ESC ESPECIAL SOFIA ARAUJO;AEE - MÉDIO; 1 ; Filantrópica ; Estadual 
SC;GASPAR;PARTICULAR;42120888;ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS;AEE - FUNDAMENTAL; 1 ; Filantrópica ; Estadual 
SC;GASPAR;PARTICULAR;42120888;ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS;AEE - INFANTIL; 10 ; Filantrópica ; Estadual 
SC;GASPAR;PARTICULAR;42120888;ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS;AEE - MÉDIO; 7 ; Filantrópica ; Estadual 
SC;GASPAR;MUNICIPAL;42110726;CDI CACHINHOS DE OURO;AEE - INFANTIL; 26 ;;
SC;GASPAR;MUNICIPAL;42127270;CDI DEP FRANCISCO MASTELLA;AEE - INFANTIL; 32 ;;
SC;GASPAR;MUNICIPAL;42108870;CDI FATIMA REGINA;AEE - INFANTIL; 13 ;;
SC;GASPAR;MUNICIPAL;42016517;CDI IRMA CECILIA VENTURI;AEE - INFANTIL; 1 ;;
SC;GASPAR;MUNICIPAL;42276268;CDI IVAN CARLOS DEBORTOLI DUARTE;AEE - INFANTIL; 16 ;;
SC;GASPAR;MUNICIPAL;42124921;CDI MARIA DA SILVA;AEE - INFANTIL; 9 ;;
SC;GASPAR;MUNICIPAL;42149657;CDI PROF MERCEDES MELATO BEDUSCHI;AEE - INFANTIL; 16 ;;
SC;GASPAR;MUNICIPAL;42202248;CDI SONIA GIOCONDA BEDUSCHI BUZZI;AEE - INFANTIL; 6 ;;
SC;GASPAR;MUNICIPAL;42127262;CDI THEREZA BEDUSCHI;AEE - INFANTIL; 19 ;;
SC;GASPAR;MUNICIPAL;42016541;CDI TIA MARIA ELISA;AEE - INFANTIL; 13 ;;
SC;GASPAR;MUNICIPAL;42124930;CDI VOVO BENTA;AEE - INFANTIL; 7 ;;
SC;GASPAR;MUNICIPAL;42105510;CDI VOVO LEONIDA;AEE - INFANTIL; 14 ;;
SC;GASPAR;MUNICIPAL;42153360;CENTRO DE DESENV INFA TEMPOS DE INFANCIA;AEE - INFANTIL; 4 ;;
SC;GASPAR;MUNICIPAL;42127173;CENTRO DE DESENVOLV INF DORVALINA FACHINI;AEE - INFANTIL; 37 ;;
SC;GASPAR;MUNICIPAL;42159687;CENTRO DE DESENVOLVIMENTO INFANTIL EMILIA THEISS;AEE - INFANTIL; 10 ;;
SC;GASPAR;MUNICIPAL;42158672;CENTRO DE DESENVOLVIMENTO INFANTIL MARIA SALETE OLIVEIRA PEREIRA;AEE - INFANTIL; 9 ;;
SC;GASPAR;MUNICIPAL;42163919;CENTRO DE DESENVOLVIMENTO INFANTIL NELSON ALEXANDRE BORNHAUSEN;AEE - INFANTIL; 22 ;;
SC;GASPAR;MUNICIPAL;42016789;E E B BELCHIOR VEREADOR LAURENTINO SCHMITT;AEE - FUNDAMENTAL; 4 ;;
SC;GASPAR;MUNICIPAL;42016991;E E B PROFª DOLORES LUZIA DOS SANTOS KRAUSS;AEE - FUNDAMENTAL; 77 ;;
SC;GASPAR;ESTADUAL;42016959;EEB ARNOLDO AGENOR ZIMMERMANN;AEE - FUNDAMENTAL; 32 ;;
SC;GASPAR;ESTADUAL;42016959;EEB ARNOLDO AGENOR ZIMMERMANN;AEE - MÉDIO; 5 ;;
SC;GASPAR;MUNICIPAL;42017017;EEB ERVINO VENTURI;AEE - FUNDAMENTAL; 14 ;;
SC;GASPAR;MUNICIPAL;42016878;EEB FERANDINO DAGNONI;AEE - FUNDAMENTAL; 26 ;;
SC;GASPAR;ESTADUAL;42016932;EEB FREI GODOFREDO;AEE - FUNDAMENTAL; 14 ;;
SC;GASPAR;ESTADUAL;42016649;EEB FREI POLICARPO;AEE - FUNDAMENTAL; 8 ;;
SC;GASPAR;ESTADUAL;42016967;EEB IVO D AQUINO;AEE - FUNDAMENTAL; 35 ;;
SC;GASPAR;MUNICIPAL;42016673;EEB MARIO PEDERNEIRAS;AEE - FUNDAMENTAL; 2 ;;
SC;GASPAR;MUNICIPAL;42016673;EEB MARIO PEDERNEIRAS;AEE - INFANTIL; 1 ;;
SC;GASPAR;MUNICIPAL;42016983;EEB NORMA MONICA SABEL;AEE - FUNDAMENTAL; 70 ;;
SC;GASPAR;MUNICIPAL;42016746;EEB PROF ANA LIRA;AEE - FUNDAMENTAL; 5 ;;
SC;GASPAR;MUNICIPAL;42016746;EEB PROF ANA LIRA;AEE - INFANTIL; 1 ;;
SC;GASPAR;MUNICIPAL;42016681;EEB PROF ANGELICA DE SOUZA COSTA;AEE - FUNDAMENTAL; 18 ;;
SC;GASPAR;MUNICIPAL;42016924;EEB PROF RUDOLFO GUNTHER;AEE - FUNDAMENTAL; 3 ;;
SC;GASPAR;MUNICIPAL;42016924;EEB PROF RUDOLFO GUNTHER;AEE - INFANTIL; 4 ;;
SC;GASPAR;MUNICIPAL;42016940;EEB PROF VITORIO ANACLETO CARDOSO;AEE - FUNDAMENTAL; 39 ;;
SC;GASPAR;MUNICIPAL;42016851;EEB PROFESSOR OLIMPIO MORETTO;AEE - FUNDAMENTAL; 24 ;;
SC;GASPAR;MUNICIPAL;42016975;ESCOLA DE EDUCACAO BASICA LUIZ FRANZOI;AEE - FUNDAMENTAL; 24 ;;
SC;GASPAR;MUNICIPAL;42016860;ESCOLA DE EDUCACAO BASICA PROFESSORA ANINHA PAMPLONA ROSA;AEE - FUNDAMENTAL; 10 ;;
SC;GASPAR;MUNICIPAL;42016860;ESCOLA DE EDUCACAO BASICA PROFESSORA ANINHA PAMPLONA ROSA;AEE - INFANTIL; 3 ;;
SC;GASPAR;MUNICIPAL;42017009;ESCOLA DE EDUCACAO BASICA ZENAIDE SCHMITT COSTA;AEE - FUNDAMENTAL; 52 ;;
SC;GASPAR;MUNICIPAL;42017009;ESCOLA DE EDUCACAO BASICA ZENAIDE SCHMITT COSTA;AEE - INFANTIL; 5 ;;
SC;GASPAR;MUNICIPAL;42162807;INTEGRAR - SERVICO MULTIPROFISSIONAL PARA TRANSTORNO DO ESPECTRO AUTISTA;AEE - FUNDAMENTAL; 4 ;;
SC;GOVERNADOR CELSO RAMOS;MUNICIPAL;42122961;CEI MUN JULIA SAGAS;AEE - FUNDAMENTAL; 21 ;;
SC;GOVERNADOR CELSO RAMOS;MUNICIPAL;42122961;CEI MUN JULIA SAGAS;AEE - INFANTIL; 3 ;;
SC;GOVERNADOR CELSO RAMOS;MUNICIPAL;42002699;EEB MUN ABEL CAPELLA;AEE - FUNDAMENTAL; 24 ;;
SC;GOVERNADOR CELSO RAMOS;MUNICIPAL;42002699;EEB MUN ABEL CAPELLA;AEE - INFANTIL; 1 ;;
SC;GOVERNADOR CELSO RAMOS;MUNICIPAL;42073847;EEB MUN MARIA AMALIA CARDOSO;AEE - FUNDAMENTAL; 30 ;;
SC;GOVERNADOR CELSO RAMOS;MUNICIPAL;42073847;EEB MUN MARIA AMALIA CARDOSO;AEE - INFANTIL; 3 ;;
SC;GOVERNADOR CELSO RAMOS;MUNICIPAL;42002591;EEB MUN PROFª ELVIRA SARDA DA SILVA;AEE - FUNDAMENTAL; 25 ;;
SC;GOVERNADOR CELSO RAMOS;MUNICIPAL;42002591;EEB MUN PROFª ELVIRA SARDA DA SILVA;AEE - INFANTIL; 2 ;;
SC;GOVERNADOR CELSO RAMOS;MUNICIPAL;42002621;ESC MUN PROFª DALMA LUZ DE AZEVEDO;AEE - FUNDAMENTAL; 24 ;;
SC;GOVERNADOR CELSO RAMOS;MUNICIPAL;42002621;ESC MUN PROFª DALMA LUZ DE AZEVEDO;AEE - INFANTIL; 1 ;;
SC;GOVERNADOR CELSO RAMOS;MUNICIPAL;42002583;ESCOLA DE EDUCACAO BASICA MUNICIPAL HENRIQUE PEDRO DA SILVA ;AEE - FUNDAMENTAL; 7 ;;
SC;GOVERNADOR CELSO RAMOS;MUNICIPAL;42002583;ESCOLA DE EDUCACAO BASICA MUNICIPAL HENRIQUE PEDRO DA SILVA ;AEE - INFANTIL; 3 ;;
SC;GOVERNADOR CELSO RAMOS;MUNICIPAL;42002605;ESCOLA MUNICIPAL PROFESSORA ALAIDE DA SILVA MAFRA;AEE - FUNDAMENTAL; 28 ;;
SC;GRAO PARA;PARTICULAR;42130018;CAESP GRAO-PARA;AEE - FUNDAMENTAL; 6 ; Filantrópica ; Estadual e Municipal 
SC;GRAO PARA;ESTADUAL;42009111;EEB DR MIGUEL DE PATTA;AEE - FUNDAMENTAL; 10 ;;
SC;GRAO PARA;ESTADUAL;42009111;EEB DR MIGUEL DE PATTA;AEE - MÉDIO; 2 ;;
SC;GRAO PARA;ESTADUAL;42008832;EEF PE HERIBERTO BORGERT;AEE - FUNDAMENTAL; 2 ;;
SC;GRAVATAL;ESTADUAL;42010667;EEB HERCILIO BEZ;AEE - FUNDAMENTAL; 12 ;;
SC;GRAVATAL;ESTADUAL;42010667;EEB HERCILIO BEZ;AEE - MÉDIO; 2 ;;
SC;GRAVATAL;MUNICIPAL;42010659;EEF GERALDINA MARIA TAVARES;AEE - FUNDAMENTAL; 30 ;;
SC;GRAVATAL;MUNICIPAL;42010659;EEF GERALDINA MARIA TAVARES;AEE - INFANTIL; 10 ;;
SC;GRAVATAL;PARTICULAR;42130093;ESC NOVO HORIZONTE;AEE - FUNDAMENTAL; 8 ; Filantrópica ; Estadual e Municipal 
SC;GUABIRUBA;PARTICULAR;42120632;CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO -CAESP DE GUABIRUBA;AEE - FUNDAMENTAL; 14 ; Filantrópica ; Estadual 
SC;GUABIRUBA;PARTICULAR;42120632;CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO -CAESP DE GUABIRUBA;AEE - INFANTIL; 1 ; Filantrópica ; Estadual 
SC;GUABIRUBA;MUNICIPAL;42164958;EBM ERVIN SCHUMACHER;AEE - FUNDAMENTAL; 11 ;;
SC;GUABIRUBA;MUNICIPAL;42164958;EBM ERVIN SCHUMACHER;AEE - INFANTIL; 4 ;;
SC;GUABIRUBA;MUNICIPAL;42123135;EBM PADRE GERMANO BRANDT;AEE - FUNDAMENTAL; 15 ;;
SC;GUABIRUBA;MUNICIPAL;42123135;EBM PADRE GERMANO BRANDT;AEE - INFANTIL; 3 ;;
SC;GUABIRUBA;MUNICIPAL;42080355;EBM PROF ANNA OTHILIA SCHLINDWEIN;AEE - FUNDAMENTAL; 23 ;;
SC;GUABIRUBA;MUNICIPAL;42080355;EBM PROF ANNA OTHILIA SCHLINDWEIN;AEE - INFANTIL; 7 ;;
SC;GUABIRUBA;MUNICIPAL;42107032;EBM PROF ARTHUR WIPPEL;AEE - FUNDAMENTAL; 20 ;;
SC;GUABIRUBA;MUNICIPAL;42123976;EBM PROF CARLOS MAFFEZZOLLI;AEE - FUNDAMENTAL; 28 ;;
SC;GUABIRUBA;MUNICIPAL;42080479;EBM VADISLAU SCHMITT;AEE - FUNDAMENTAL; 17 ;;
SC;GUABIRUBA;ESTADUAL;42080452;EEB PROF JOAO BOOS;AEE - MÉDIO; 4 ;;
SC;GUABIRUBA;MUNICIPAL;42144612;EEI LUISA PETERMANN WESTARB;AEE - INFANTIL; 2 ;;
SC;GUABIRUBA;MUNICIPAL;42355281;EEI PROF EDITE BOZANO ALVES DE SOUZA;AEE - INFANTIL; 3 ;;
SC;GUABIRUBA;MUNICIPAL;42147727;EEI PROF IDA SILVA DEBATIN;AEE - INFANTIL; 8 ;;
SC;GUABIRUBA;MUNICIPAL;42202213;EEI SAO PEDRO;AEE - INFANTIL; 15 ;;
SC;GUABIRUBA;MUNICIPAL;42133688;EEI TIA ANGELIKA;AEE - INFANTIL; 6 ;;
SC;GUABIRUBA;MUNICIPAL;42141508;EEI TIA OLINDA;AEE - INFANTIL; 4 ;;
SC;GUABIRUBA;MUNICIPAL;42109396;EM EDELTRUDES WIPPEL HEIL;AEE - FUNDAMENTAL; 3 ;;
SC;GUABIRUBA;MUNICIPAL;42080436;EM PAULO SCHMIDT;AEE - FUNDAMENTAL; 6 ;;
SC;GUABIRUBA;MUNICIPAL;42080436;EM PAULO SCHMIDT;AEE - INFANTIL; 8 ;;
SC;GUABIRUBA;MUNICIPAL;42080428;EM PROF ROSA RUDOLF NICOLETTI;AEE - FUNDAMENTAL; 1 ;;
SC;GUABIRUBA;MUNICIPAL;42080428;EM PROF ROSA RUDOLF NICOLETTI;AEE - INFANTIL; 3 ;;
SC;GUABIRUBA;MUNICIPAL;42080347;EMEB OSVALDO LUDOVICO FUCKNER;AEE - FUNDAMENTAL; 12 ;;
SC;GUABIRUBA;MUNICIPAL;42080347;EMEB OSVALDO LUDOVICO FUCKNER;AEE - INFANTIL; 7 ;;
SC;GUABIRUBA;MUNICIPAL;42080380;ERM JOAO JENSEN;AEE - FUNDAMENTAL; 9 ;;
SC;GUARACIABA;ESTADUAL;42067898;EEB SARA CASTELHANO KLEINKAUF;AEE - FUNDAMENTAL; 2 ;;
SC;GUARACIABA;ESTADUAL;42067898;EEB SARA CASTELHANO KLEINKAUF;AEE - MÉDIO; 3 ;;
SC;GUARAMIRIM;PARTICULAR;42130140;CAESP MARIA ANNA MALUTTA;AEE - FUNDAMENTAL; 6 ; Filantrópica ; Estadual 
SC;GUARAMIRIM;PARTICULAR;42130140;CAESP MARIA ANNA MALUTTA;AEE - MÉDIO; 5 ; Filantrópica ; Estadual 
SC;GUARAMIRIM;ESTADUAL;42152763;CEDUP PERFEITO MANOEL DE AGUIAR;AEE - MÉDIO; 5 ;;
SC;GUARAMIRIM;ESTADUAL;42091942;EEB ALFREDO ZIMMERMANN;AEE - FUNDAMENTAL; 13 ;;
SC;GUARAMIRIM;ESTADUAL;42091942;EEB ALFREDO ZIMMERMANN;AEE - MÉDIO; 5 ;;
SC;GUARAMIRIM;ESTADUAL;42091934;EEB SAO JOSE;AEE - FUNDAMENTAL; 9 ;;
SC;GUARAMIRIM;ESTADUAL;42091950;EEB SAO PEDRO;AEE - FUNDAMENTAL; 19 ;;
SC;GUARAMIRIM;ESTADUAL;42091950;EEB SAO PEDRO;AEE - MÉDIO; 2 ;;
SC;GUARAMIRIM;ESTADUAL;42092248;EEF ALMIRANTE TAMANDARE;AEE - FUNDAMENTAL; 12 ;;
SC;GUARAMIRIM;ESTADUAL;42092248;EEF ALMIRANTE TAMANDARE;AEE - MÉDIO; 2 ;;
SC;GUARAMIRIM;MUNICIPAL;42092027;EMEF E PE GERMANO LAFFIN;AEE - FUNDAMENTAL; 6 ;;
SC;GUARAMIRIM;MUNICIPAL;42092035;EMEF E PE IARO EUGENIO HANSCH;AEE - FUNDAMENTAL; 22 ;;
SC;GUARAMIRIM;MUNICIPAL;42092078;EMEF E PE JOSE DEQUECH;AEE - FUNDAMENTAL; 43 ;;
SC;GUARAMIRIM;MUNICIPAL;42091969;EMEF E PE PADRE MATHIAS MARIA STEIN;AEE - FUNDAMENTAL; 24 ;;
SC;GUARAMIRIM;MUNICIPAL;42092140;EMEF E PE PROFESSORA ISABEL LILIA ROSA DE SOUZA;AEE - FUNDAMENTAL; 23 ;;
SC;GUARAMIRIM;MUNICIPAL;42114560;EMEF E PE URBANO TEIXEIRA DA FONSECA;AEE - FUNDAMENTAL; 26 ;;
SC;GUARAMIRIM;MUNICIPAL;42091870;EMEF PROFESSOR DORVALINO FELIPPI E PRE ESCOLAR SENHOR BOM JESUS;AEE - FUNDAMENTAL; 23 ;;
SC;GUARUJA DO SUL;ESTADUAL;42064805;EEB PROF ELZA MANCELOS DE MOURA;AEE - FUNDAMENTAL; 2 ;;
SC;GUARUJA DO SUL;ESTADUAL;42064805;EEB PROF ELZA MANCELOS DE MOURA;AEE - MÉDIO; 2 ;;
SC;GUARUJA DO SUL;MUNICIPAL;42191408;NUCLEO MUN ARCO IRIS;AEE - FUNDAMENTAL; 10 ;;
SC;GUATAMBU;MUNICIPAL;42158141;CENTRO DE EDUCACAO INFANTIL MUNICIPAL - CEIM BEBE FELIZ;AEE - INFANTIL; 1 ;;
SC;GUATAMBU;MUNICIPAL;42022339;CENTRO DE EDUCACAO INFANTIL MUNICIPAL - CEIM PROF ILDA MARIA DAL PIVA DA SILVA;AEE - INFANTIL; 3 ;;
SC;GUATAMBU;MUNICIPAL;42128463;CENTRO DE EDUCACAO INFANTIL MUNICIPAL - CEIM TRILHA DO SABER;AEE - INFANTIL; 2 ;;
SC;GUATAMBU;ESTADUAL;42053935;EEB OLGA FIN TRAVI;AEE - FUNDAMENTAL; 12 ;;
SC;GUATAMBU;ESTADUAL;42053935;EEB OLGA FIN TRAVI;AEE - MÉDIO; 1 ;;
SC;GUATAMBU;ESTADUAL;42052548;EEF AGILBERTO ZANDAVALLI;AEE - FUNDAMENTAL; 9 ;;
SC;GUATAMBU;MUNICIPAL;42131413;ESCOLA MUNICIPAL FRANCISCO CORA;AEE - FUNDAMENTAL; 15 ;;
SC;GUATAMBU;MUNICIPAL;42053307;ESCOLA MUNICIPAL LINHA KILLIAN;AEE - FUNDAMENTAL; 3 ;;
SC;HERVAL DOESTE;MUNICIPAL;42043379;CENTRO MUN DE ED PEQUENO PRINCIPE;AEE - FUNDAMENTAL; 26 ;;
SC;HERVAL DOESTE;MUNICIPAL;42043379;CENTRO MUN DE ED PEQUENO PRINCIPE;AEE - INFANTIL; 7 ;;
SC;HERVAL DOESTE;MUNICIPAL;42043530;EB MUN CRUZ E SOUSA;AEE - FUNDAMENTAL; 24 ;;
SC;HERVAL DOESTE;ESTADUAL;42043662;EEB SAO JOSE;AEE - FUNDAMENTAL; 12 ;;
SC;HERVAL DOESTE;ESTADUAL;42043662;EEB SAO JOSE;AEE - MÉDIO; 7 ;;
SC;IBIAM;MUNICIPAL;42132312;CENTRO EDUCACIONAL ELIZIANE TITON;AEE - FUNDAMENTAL; 9 ;;
SC;IBIAM;MUNICIPAL;42132312;CENTRO EDUCACIONAL ELIZIANE TITON;AEE - INFANTIL; 3 ;;
SC;IBICARE;ESTADUAL;42046769;EEB IRMAO JOAQUIM;AEE - FUNDAMENTAL; 6 ;;
SC;IBICARE;ESTADUAL;42046769;EEB IRMAO JOAQUIM;AEE - MÉDIO; 2 ;;
SC;IBIRAMA;PARTICULAR;42083028;CAESP MAOS DE AMOR - APAE DE IBIRAMA;AEE - FUNDAMENTAL; 1 ; Filantrópica ; Estadual e Municipal 
SC;IBIRAMA;PARTICULAR;42083028;CAESP MAOS DE AMOR - APAE DE IBIRAMA;AEE - MÉDIO; 1 ; Filantrópica ; Estadual e Municipal 
SC;IBIRAMA;ESTADUAL;42127866;CEJA DE IBIRAMA;AEE - FUNDAMENTAL; 4 ;;
SC;IBIRAMA;ESTADUAL;42127866;CEJA DE IBIRAMA;AEE - MÉDIO; 2 ;;
SC;IBIRAMA;ESTADUAL;42024137;EEB ELISEU GUILHERME;AEE - FUNDAMENTAL; 42 ;;
SC;IBIRAMA;ESTADUAL;42024471;EEB GERTRUD AICHINGER;AEE - FUNDAMENTAL; 1 ;;
SC;IBIRAMA;ESTADUAL;42024471;EEB GERTRUD AICHINGER;AEE - MÉDIO; 18 ;;
SC;IBIRAMA;ESTADUAL;42024501;EEB WALMOR RIBEIRO;AEE - FUNDAMENTAL; 10 ;;
SC;IBIRAMA;ESTADUAL;42024501;EEB WALMOR RIBEIRO;AEE - MÉDIO; 3 ;;
SC;IBIRAMA;MUNICIPAL;42024188;ESCOLA MUNICIPAL BAIRRO OPERARIO;AEE - FUNDAMENTAL; 7 ;;
SC;IBIRAMA;MUNICIPAL;42024188;ESCOLA MUNICIPAL BAIRRO OPERARIO;AEE - INFANTIL; 10 ;;
SC;IBIRAMA;MUNICIPAL;42024218;ESCOLA MUNICIPAL CAMINHO DA ESTACAO;AEE - FUNDAMENTAL; 8 ;;
SC;IBIRAMA;MUNICIPAL;42024218;ESCOLA MUNICIPAL CAMINHO DA ESTACAO;AEE - INFANTIL; 3 ;;
SC;IBIRAMA;MUNICIPAL;42135818;ESCOLA MUNICIPAL CHRISTA SEDLACEK;AEE - FUNDAMENTAL; 17 ;;
SC;IBIRAMA;MUNICIPAL;42135818;ESCOLA MUNICIPAL CHRISTA SEDLACEK;AEE - INFANTIL; 3 ;;
SC;IBIRAMA;MUNICIPAL;42024277;ESCOLA MUNICIPAL PAULO ANDRE MIGUEL;AEE - FUNDAMENTAL; 18 ;;
SC;IBIRAMA;MUNICIPAL;42024277;ESCOLA MUNICIPAL PAULO ANDRE MIGUEL;AEE - INFANTIL; 2 ;;
SC;IBIRAMA;MUNICIPAL;42024153;ESCOLA MUNICIPAL TANCREDO NEVES;AEE - FUNDAMENTAL; 15 ;;
SC;IBIRAMA;MUNICIPAL;42024153;ESCOLA MUNICIPAL TANCREDO NEVES;AEE - INFANTIL; 6 ;;
SC;IBIRAMA;MUNICIPAL;42024307;ESCOLA MUNICIPAL VERONICA KEIL;AEE - FUNDAMENTAL; 9 ;;
SC;IBIRAMA;MUNICIPAL;42024307;ESCOLA MUNICIPAL VERONICA KEIL;AEE - INFANTIL; 4 ;;
SC;ICARA;PARTICULAR;42119723;CAESP SONHO DOURADO;AEE - FUNDAMENTAL; 13 ; Filantrópica ; Estadual e Municipal 
SC;ICARA;PARTICULAR;42119723;CAESP SONHO DOURADO;AEE - MÉDIO; 3 ; Filantrópica ; Estadual e Municipal 
SC;ICARA;ESTADUAL;42013054;EEB ANTONIO COLONETTI;AEE - FUNDAMENTAL; 22 ;;
SC;ICARA;ESTADUAL;42013054;EEB ANTONIO COLONETTI;AEE - MÉDIO; 1 ;;
SC;ICARA;ESTADUAL;42013070;EEB PROF MARIA DA GLORIA SILVA;AEE - FUNDAMENTAL; 26 ;;
