;;;;;;;;
ESCOLAS DE EDUCAÇÃO PROFISSIONAL E MATRÍCULAS CONSIDERADAS NO FUNDEB 2026;;;;;;;;
UF;Município;Código da Escola no INEP;CNPJ;Entidade;Segmento;Categoria;Conveniada; Número de Alunos 
SP;ITARARE;35445927;;ETEC DE ITARARE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;340,00
SP;ITARIRI;35034836;;ITARIRI;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;54,00
SP;ITATIBA;35019604;;IVONY DE CAMARGO SALLES PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;134,00
SP;ITATIBA;35019677;;MANUEL EUCLIDES DE BRITO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;114,00
SP;ITATIBA;35019689;;ETEC ROSA PERRONE SCAVONE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;509,00
SP;ITATIBA;35049499;;ANTONIO DUTRA PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;149,00
SP;ITATIBA;35901192;;OSCARLINA DE ARAUJO OLIVEIRA PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;292,00
SP;ITATINGA;35014448;;DANUZIA DE SANTI PROFA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;44,00
SP;ITATINGA;35910036;;INAH LOPES DE OLIVEIRA MACEDO PROFA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;68,00
SP;ITIRAPINA;35021684;;JOAQUIM DE TOLEDO CAMARGO PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;132,00
SP;ITOBI;35019124;;RITA DE MACEDO BARRETO PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;31,00
SP;ITU;35015659;;ETEC MARTINHO DI CIERO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;703,00
SP;ITU;35015702;;ANTONIO BERRETA PROF;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;116,00
SP;ITU;35038945;;BENEDITO LAZARO DE CAMPOS DR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;58,00
SP;ITU;35045287;;ROGERIO LAZARO TOCCHETON PROF;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;28,00
SP;ITU;35436057;;JOAO ANTONIO MOTTA NAVARRO PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;28,00
SP;ITU;35900291;;SYLVIA DE PAULA LEITE BAUER;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;38,00
SP;ITU;35924118;;ROSA MARIA MADEIRA MARQUES FREIRE PROFA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;44,00
SP;ITU;35924124;;BENE TEIXEIRA DA FONSECA DO AMARAL GURGEL PROFA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;90,00
SP;ITUPEVA;35909488;;JOSE DE ANCHIETA PADRE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;27,00
SP;ITUVERAVA;35023383;;ANTONIO JUSTINO FALLEIROS CAPITAO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;86,00
SP;ITUVERAVA;35440985;;ETEC PROFESSOR JOSE IGNACIO AZEVEDO FILHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;468,00
SP;JABORANDI;35022287;;ALEXANDRE DE AVILA BORGES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;28,00
SP;JABOTICABAL;35023541;;JOAQUIM BATISTA DOUTOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;82,00
SP;JABOTICABAL;35023565;;AURELIO ARROBAS MARTINS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;415,00
SP;JABOTICABAL;35023711;;LUIZ LATORRACA PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;30,00
SP;JABOTICABAL;35023735;;ROSA MARI DE SOUZA SIMIELLI PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;60,00
SP;JABOTICABAL;35045998;;JOSE BONIFACIO CTA UNESP CAMPUS JABOTICABAL;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;227,00
SP;JABOTICABAL;35922511;;AURORA FERRAZ VIANNA DOS SANTOS PROFESSORA DONA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;72,00
SP;JACAREI;35013687;;FRANCISCO GOMES DA SILVA PRADO DR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;23,00
SP;JACAREI;35013705;;HERMINIA SILVA DE MESQUITA PROFA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;65,00
SP;JACAREI;35013785;;CARLOS PORTO CORONEL;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;234,00
SP;JACAREI;35013808;;POMPILIO MERCADANTE DR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;100,00
SP;JACAREI;35013812;;DOROTHOVEO GASPAR VIANNA PROF;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;90,00
SP;JACAREI;35013845;;ANTONIO JOSE DE SIQUEIRA PROF;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;80,00
SP;JACAREI;35013961;;ETEC CONEGO JOSE BENTO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;552,00
SP;JACAREI;35013973;;DIRCEU JUNQUEIRA DE SOUZA PROF;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;70,00
SP;JACAREI;35036341;;FRANCISCO FELICIANO FERREIRA DA SILVA PROF CHICO FERREIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;65,00
SP;JACAREI;35039597;;BENEDITA FREIRE DE MACEDO DONA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;25,00
SP;JACAREI;35039639;;OLIVIA DO AMARAL SANTOS CANETTIERI PROFA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;43,00
SP;JACAREI;35042286;;ADHERBAL DE CASTRO PROF;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;76,00
SP;JACAREI;35045412;;ALCINA MORAES SALLES PROFA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;50,00
SP;JACAREI;35045433;;MARIA HELENA DENIS FIGUEIREDO PROFA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;26,00
SP;JACAREI;35049232;;JOAO VICTOR LAMANNA DR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;130,00
SP;JACAREI;35049256;;JOAO CRUZ PROF;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;159,00
SP;JACAREI;35903164;;CELISA MERCADANTE FARIA PROFA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;35,00
SP;JACAREI;35924295;;SILVIO JOSE SECCO PROF;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;61,00
SP;JACAREI;35924581;;JOSE SIMPLICIO PROF;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;14,00
SP;JACAREI;35925901;;HELIA DIVINO DE SOUZA PROFA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;28,00
SP;JACAREI;35926024;;DARCI LOPES PROFA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;66,00
SP;JACUPIRANGA;35035014;;BERNARDO FERREIRA MACHADO CAPITAO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;136,00
SP;JAGUARIUNA;35047053;;JULIA CALHAU RODRIGUES PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;68,00
SP;JAGUARIUNA;35913996;;ANNA CALVO DE GODOY PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;72,00
SP;JALES;35027145;;EUPHLY JALLES DOUTOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;25,00
SP;JALES;35027285;;JUVENAL GIRALDELLI;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;32,00
SP;JALES;35049700;;SUELI DA SILVEIRA MARIN BATISTA PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;38,00
SP;JALES;35910934;;ETEC DOUTOR JOSE LUIZ VIANA COUTINHO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;860,00
SP;JAMBEIRO;35013699;;JOAQUIM FRANCO DE ALMEIDA CORONEL;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;29,00
SP;JANDIRA;35010364;;DORVALINO ABILIO TEIXEIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;29,00
SP;JANDIRA;35010397;;VICENTE THEMUDO LESSA PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;30,00
SP;JANDIRA;35010649;;HENRIQUE SAMMARTINO ALFERES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;106,00
SP;JANDIRA;35010662;;OSWALDO SAMMARTINO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;15,00
SP;JANDIRA;35041373;;JOAO BATISTA SOLDE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;28,00
SP;JANDIRA;35041385;;MOACIR THOMAZ DA SILVA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;60,00
SP;JANDIRA;35049013;;MANOEL AUGUSTO VIEIRA NETO DESEMBARGADOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;19,00
SP;JANDIRA;35481658;;ETEC PREFEITO BRAZ PASCHOALIN;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;396,00
SP;JANDIRA;35918787;;WILMAR SOARES DA SILVA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;37,00
SP;JANDIRA;35921440;;GIUSEPPE ANGELO BERTOLLI PADRE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;29,00
SP;JARDINOPOLIS;35024144;;PLINIO BERARDO PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;124,00
SP;JARINU;35019860;;JERONIMO DE CAMARGO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;67,00
SP;JAU;35025616;;PRADO MAJOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;43,00
SP;JAU;35025628;;TOLENTINO MIRAGLIA DOUTOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;62,00
SP;JAU;35025641;;ETEC JOAQUIM FERREIRA DO AMARAL;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;519,00
SP;JAU;35025781;;GALVAO FREI;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;55,00
SP;JAU;35025811;;CAETANO LOURENCO DE CAMARGO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;25,00
SP;JAU;35025859;;ETEC PROFESSOR URIAS FERREIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;159,00
SP;JAU;35044106;;BENEDICTO MONTENEGRO PROFESSOR DOUTOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;46,00
SP;JOANOPOLIS;35017814;;CEL JOAO ERNESTO FIGUEIREDO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;107,00
SP;JOSE BONIFACIO;35027443;;PEDRO BRANDAO DOS REIS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;128,00
SP;JOSE BONIFACIO;35906116;;ARISTIDES PEREIRA FILHO PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;71,00
SP;JULIO MESQUITA;35026414;;JOSE CARLOS MONTEIRO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;68,00
SP;JUNDIAI;35019380;;RAFAEL DE OLIVEIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;69,00
SP;JUNDIAI;35019409;;CECILIA ROLEMBERG PORTO GUELLI PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;28,00
SP;JUNDIAI;35019422;;JOSE FELICIANO DE OLIVEIRA PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;79,00
SP;JUNDIAI;35019446;;PROFESSORA MARIA DE LOURDES DE FRANCA SILVEIRA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;22,00
SP;JUNDIAI;35019501;;GABRIEL PAULINO BUENO COUTO BISPO DOM;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;225,00
SP;JUNDIAI;35019537;;ANTENOR SOARES GANDRA DOUTOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;172,00
SP;JUNDIAI;35019690;;BENEDITA ARRUDA PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;57,00
SP;JUNDIAI;35019720;;CONDE DO PARNAIBA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;103,00
SP;JUNDIAI;35019732;;BARAO DE JUNDIAI;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;58,00
SP;JUNDIAI;35019744;;ADONIRO LADEIRA PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;11,00
SP;JUNDIAI;35019768;;PAULO MENDES SILVA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;27,00
SP;JUNDIAI;35019847;;ETEC BENEDITO STORANI;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;686,00
SP;JUNDIAI;35019872;;GETULIO NOGUEIRA DE SA PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;40,00
SP;JUNDIAI;35035993;;DEOLINDA COPELLI DE SOUZA LIMA PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;23,00
SP;JUNDIAI;35036043;;VENERANDO NALINI MONSENHOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;40,00
SP;JUNDIAI;35043539;;OROZIMBO SOSTENA PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;31,00
SP;JUNDIAI;35045986;;ETEC VASCO ANTONIO VENCHIARUTTI;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;1.077,00
SP;JUNDIAI;35349124;;BAIRRO FAZENDA GRANDE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;49,00
SP;JUNDIAI;35909506;;MARIA DE ALMEIDA SCHLEDORN PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;22,00
SP;JUNQUEIROPOLIS;35031525;;IDENE RODRIGUES DOS SANTOS PROF;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;111,00
SP;JUQUIA;35034903;;ALICE RODRIGUES MOTTA PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;33,00
SP;JUQUIA;35034915;;OSWALDO FLORENCIO PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;40,00
SP;JUQUIA;35034939;;JOAO ADORNO VASSAO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;74,00
SP;JUQUITIBA;35010157;;OREDO RODRIGUES DA CRUZ;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;96,00
SP;JUQUITIBA;35036365;;BAIRRO DOS BARNABES;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;128,00
SP;JUQUITIBA;35044891;;BAIRRO DAS PALMEIRAS;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;26,00
SP;JUQUITIBA;35902184;;BAIRRO DA PALMEIRINHA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;20,00
SP;JUQUITIBA;35913424;;ELIANA FISCHER BAMBI DELFINO PINTO PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;26,00
SP;LAGOINHA;35012889;;CHICO PADRE;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;34,00
SP;LARANJAL PAULISTA;35016536;;CESARIO CARLOS DE ALMEIDA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;53,00
SP;LARANJAL PAULISTA;35016559;;LUIZ CAMPACCI;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;63,00
SP;LEME;35021428;;WALDEMAR FERREIRA PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;35,00
SP;LEME;35021490;;MARIA JOAQUINA DE ARRUDA PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;74,00
SP;LEME;35021520;;NEWTON PRADO;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;133,00
SP;LEME;35901246;;ARLINDO FAVARO PROFESSOR;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;49,00
SP;LEME;35910909;;ETEC DEPUTADO SALIM SEDEH;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;582,00
SP;LEME;35916024;;ALTIMIRA PINKE PROFESSORA;ITINERÁRIO DE FORMAÇÃO TÉCNICA E PROFISSIONAL (MATRÍCULA ÚNICA ITINERÁRIO+FGB);Pública;Não se aplica;69,00
